transcript_id	gene_symbol	gene_family	n_conditions	n_MANE_higher	n_CDS_higher	n_equal	n_CDS_zero	frac_MANE_higher	frac_CDS_higher	frac_CDS_zero	median_ratio_mane_over_cds	median_tpm_mane	median_tpm_cds	classification
ENST00000367935.10	SPATA46		22	22	0	0	0	1.0	0.0	0.0	1.4446	51.4575	36.1128	MANE_inflated
ENST00000299824.6	PPP1R16B		22	22	0	0	0	1.0	0.0	0.0	1.4445	50.0646	36.6206	MANE_inflated
ENST00000252891.8	NUMBL		22	22	0	0	0	1.0	0.0	0.0	1.4442	50.8225	35.6363	MANE_inflated
ENST00000373030.8	IFT52		22	22	0	0	0	1.0	0.0	0.0	1.4442	51.4581	32.7803	MANE_inflated
ENST00000404141.6	PAXIP1		22	22	0	0	0	1.0	0.0	0.0	1.4442	51.5867	32.8456	MANE_inflated
ENST00000291554.6	CRYAA		22	18	4	0	0	0.818	0.182	0.0	1.444	51.4716	37.2012	MANE_inflated
ENST00000310496.9	RFNG		22	22	0	0	0	1.0	0.0	0.0	1.4439	51.4591	34.8674	MANE_inflated
ENST00000299638.8	POLR2M		22	22	0	0	0	1.0	0.0	0.0	1.4438	50.3157	19.4892	MANE_inflated
ENST00000357164.4	GM2A		22	14	8	0	0	0.636	0.364	0.0	1.4434	50.454	29.9031	MANE_inflated
ENST00000528718.6	DGAT1		22	22	0	0	0	1.0	0.0	0.0	1.4434	50.626	35.8912	MANE_inflated
ENST00000635120.2	CSMD1		22	22	0	0	0	1.0	0.0	0.0	1.4433	51.5731	31.2534	MANE_inflated
ENST00000264848.10	C3orf52		22	22	0	0	0	1.0	0.0	0.0	1.4432	51.1951	28.3368	MANE_inflated
ENST00000672715.1	AK2		22	22	0	0	0	1.0	0.0	0.0	1.4432	50.0367	19.5962	MANE_inflated
ENST00000255192.8	BHMT2		22	22	0	0	0	1.0	0.0	0.0	1.4431	51.1212	34.7858	MANE_inflated
ENST00000333167.13	ACAA1		22	22	0	0	0	1.0	0.0	0.0	1.4429	51.5846	34.8735	MANE_inflated
ENST00000264914.10	ARSB		22	22	0	0	0	1.0	0.0	0.0	1.4428	50.215	37.3778	MANE_inflated
ENST00000315588.11	MED29		22	14	8	0	0	0.636	0.364	0.0	1.4426	50.4581	26.6889	MANE_inflated
ENST00000695919.1	PCDH7		22	22	0	0	0	1.0	0.0	0.0	1.4423	49.8002	38.014	MANE_inflated
ENST00000234313.8	PLEK		22	22	0	0	0	1.0	0.0	0.0	1.4422	50.8914	28.4025	MANE_inflated
ENST00000246112.9	TLE6		22	22	0	0	0	1.0	0.0	0.0	1.4421	51.2642	33.2068	MANE_inflated
ENST00000230053.11	B3GAT2		22	14	8	0	0	0.636	0.364	0.0	1.4418	51.0024	23.6614	MANE_inflated
ENST00000373477.9	YARS1		22	22	0	0	0	1.0	0.0	0.0	1.4418	51.1925	33.8424	MANE_inflated
ENST00000393450.5	MYL4		22	20	2	0	0	0.909	0.091	0.0	1.4418	51.4338	36.0849	MANE_inflated
ENST00000308611.8	CD200R1		22	22	0	0	0	1.0	0.0	0.0	1.4417	50.4576	34.1451	MANE_inflated
ENST00000346183.8	NFATC3		22	22	0	0	0	1.0	0.0	0.0	1.4417	50.3625	36.198	MANE_inflated
ENST00000261234.11	RXYLT1		22	22	0	0	0	1.0	0.0	0.0	1.4415	51.475	36.0622	MANE_inflated
ENST00000456464.2	USP17L15		22	20	2	0	0	0.909	0.091	0.0	1.4413	51.4617	37.2846	MANE_inflated
ENST00000379446.10	NEDD9		22	22	0	0	0	1.0	0.0	0.0	1.4411	50.2672	36.4442	MANE_inflated
ENST00000265316.9	ABCB6		22	22	0	0	0	1.0	0.0	0.0	1.4409	50.8693	33.1435	MANE_inflated
ENST00000232888.7	RRP9		22	22	0	0	0	1.0	0.0	0.0	1.4407	51.4559	31.7394	MANE_inflated
ENST00000207549.9	UNC13D		22	22	0	0	0	1.0	0.0	0.0	1.4406	50.6773	31.3822	MANE_inflated
ENST00000252729.7	CACNG6		22	22	0	0	0	1.0	0.0	0.0	1.4405	50.953	24.43	MANE_inflated
ENST00000372858.8	PABPC4		22	22	0	0	0	1.0	0.0	0.0	1.4405	50.8217	34.1599	MANE_inflated
ENST00000356940.11	RAB18		22	14	8	0	0	0.636	0.364	0.0	1.4404	50.1954	15.4935	MANE_inflated
ENST00000272930.9	UBE2F		22	16	0	0	6	0.727	0.0	0.273	1.4403	51.3817	10.8024	MANE_inflated
ENST00000319423.5	OR6B2	olfactory_receptor	22	22	0	0	0	1.0	0.0	0.0	1.4403	51.433	35.8652	MANE_inflated
ENST00000376573.9	PIP4K2A		22	22	0	0	0	1.0	0.0	0.0	1.4403	50.6279	35.5614	MANE_inflated
ENST00000371372.6	CACNA1B		22	22	0	0	0	1.0	0.0	0.0	1.4398	49.9541	31.7261	MANE_inflated
ENST00000264896.8	SCARB2		22	22	0	0	0	1.0	0.0	0.0	1.4396	50.5262	28.0638	MANE_inflated
ENST00000323798.8	GYS1		22	22	0	0	0	1.0	0.0	0.0	1.4396	50.6427	33.9021	MANE_inflated
ENST00000361371.10	LTN1		22	22	0	0	0	1.0	0.0	0.0	1.4396	51.5523	32.9509	MANE_inflated
ENST00000367931.1	TAAR2		22	22	0	0	0	1.0	0.0	0.0	1.4396	51.4579	37.2151	MANE_inflated
ENST00000529533.6	MUC15		22	22	0	0	0	1.0	0.0	0.0	1.4394	51.362	35.8882	MANE_inflated
ENST00000261861.10	CORO2B		22	22	0	0	0	1.0	0.0	0.0	1.439	50.587	36.0067	MANE_inflated
ENST00000429360.6	MPST		22	22	0	0	0	1.0	0.0	0.0	1.4385	51.5342	36.2131	MANE_inflated
ENST00000497771.6	LCN10		22	20	0	0	2	0.909	0.0	0.091	1.4385	51.4194	10.7699	MANE_inflated
ENST00000264028.5	ARCN1		22	22	0	0	0	1.0	0.0	0.0	1.4383	51.587	36.0281	MANE_inflated
ENST00000612278.4	SLC22A24		22	22	0	0	0	1.0	0.0	0.0	1.4383	51.4304	35.8651	MANE_inflated
ENST00000298492.6	ABRAXAS2		22	22	0	0	0	1.0	0.0	0.0	1.4382	50.9871	30.5788	MANE_inflated
ENST00000247003.9	DDX49		22	22	0	0	0	1.0	0.0	0.0	1.4379	51.4584	31.4823	MANE_inflated
ENST00000355029.9	NET1		22	22	0	0	0	1.0	0.0	0.0	1.4379	50.6214	35.4915	MANE_inflated
ENST00000264990.11	ACAD11		22	22	0	0	0	1.0	0.0	0.0	1.4378	50.8434	31.8972	MANE_inflated
ENST00000367478.9	TPR		22	22	0	0	0	1.0	0.0	0.0	1.4377	51.0377	31.9594	MANE_inflated
ENST00000261461.7	PPP2R5A		22	22	0	0	0	1.0	0.0	0.0	1.4376	50.7191	35.9197	MANE_inflated
ENST00000263849.9	ZC2HC1A		22	22	0	0	0	1.0	0.0	0.0	1.4376	50.4691	36.0528	MANE_inflated
ENST00000317543.12	SLURP2		22	21	1	0	0	0.955	0.045	0.0	1.4375	51.4553	37.1292	MANE_inflated
ENST00000619922.1	PRAMEF11		22	22	0	0	0	1.0	0.0	0.0	1.4374	51.5401	40.3118	MANE_inflated
ENST00000272252.10	GALM		22	22	0	0	0	1.0	0.0	0.0	1.4373	51.3537	31.6463	MANE_inflated
ENST00000561208.6	MEIS2		22	22	0	0	0	1.0	0.0	0.0	1.4373	50.3311	36.0511	MANE_inflated
ENST00000246672.4	NR1D1		22	22	0	0	0	1.0	0.0	0.0	1.4369	51.258	35.7972	MANE_inflated
ENST00000615612.2	GNAZ		22	22	0	0	0	1.0	0.0	0.0	1.4369	50.5913	35.8549	MANE_inflated
ENST00000304043.10	HINT1		22	17	5	0	0	0.773	0.227	0.0	1.4367	51.4688	35.0969	MANE_inflated
ENST00000262843.11	MID2		22	22	0	0	0	1.0	0.0	0.0	1.4366	49.9343	38.1125	MANE_inflated
ENST00000645032.1	RPGR		22	22	0	0	0	1.0	0.0	0.0	1.4366	51.55	34.831	MANE_inflated
ENST00000374492.8	EDEM2		22	22	0	0	0	1.0	0.0	0.0	1.4365	51.7089	34.6919	MANE_inflated
ENST00000409474.8	MPP4		22	20	0	0	2	0.909	0.0	0.091	1.4365	50.1939	33.6067	MANE_inflated
ENST00000378357.9	CA9		22	22	0	0	0	1.0	0.0	0.0	1.4363	51.456	32.7716	MANE_inflated
ENST00000298428.14	SEC61A2		22	22	0	0	0	1.0	0.0	0.0	1.4362	51.045	34.6582	MANE_inflated
ENST00000354567.7	AK5		22	22	0	0	0	1.0	0.0	0.0	1.4362	50.7197	34.5384	MANE_inflated
ENST00000253122.10	SLC6A8		22	22	0	0	0	1.0	0.0	0.0	1.4361	50.477	35.2493	MANE_inflated
ENST00000336148.10	RAD54B		22	22	0	0	0	1.0	0.0	0.0	1.4361	50.8383	32.9068	MANE_inflated
ENST00000382707.6	RBMY1A1		22	22	0	0	0	1.0	0.0	0.0	1.4361	51.5511	32.2533	MANE_inflated
ENST00000397163.8	CAPN3		22	22	0	0	0	1.0	0.0	0.0	1.4361	51.5855	32.2817	MANE_inflated
ENST00000317571.8	TTC39C		22	20	0	0	2	0.909	0.0	0.091	1.436	50.6277	32.0909	MANE_inflated
ENST00000252971.11	MNX1		22	22	0	0	0	1.0	0.0	0.0	1.4358	51.1816	36.0333	MANE_inflated
ENST00000263559.11	VPS26A		22	22	0	0	0	1.0	0.0	0.0	1.4358	50.4429	36.189	MANE_inflated
ENST00000294066.7	MAP4K2		22	22	0	0	0	1.0	0.0	0.0	1.4358	50.1069	31.8841	MANE_inflated
ENST00000263093.7	SLC27A5		22	22	0	0	0	1.0	0.0	0.0	1.4354	51.5815	33.9836	MANE_inflated
ENST00000312838.9	RNF166		22	22	0	0	0	1.0	0.0	0.0	1.4351	51.4819	36.1627	MANE_inflated
ENST00000252599.9	COLGALT1		22	22	0	0	0	1.0	0.0	0.0	1.4349	50.5519	34.8755	MANE_inflated
ENST00000287667.12	NOMO1		22	22	0	0	0	1.0	0.0	0.0	1.4348	50.9689	31.6803	MANE_inflated
ENST00000315758.10	MDH2		22	22	0	0	0	1.0	0.0	0.0	1.4346	51.3257	34.9662	MANE_inflated
ENST00000648843.3	CABCOCO1		22	22	0	0	0	1.0	0.0	0.0	1.4346	51.4575	34.696	MANE_inflated
ENST00000222725.10	LFNG		22	22	0	0	0	1.0	0.0	0.0	1.4345	51.075	35.9069	MANE_inflated
ENST00000620691.5	GOLGA6L25		22	22	0	0	0	1.0	0.0	0.0	1.4345	53.9395	37.48	MANE_inflated
ENST00000255858.12	SEC14L4		22	22	0	0	0	1.0	0.0	0.0	1.4344	51.1269	34.3466	MANE_inflated
ENST00000315717.10	ARPC2		22	22	0	0	0	1.0	0.0	0.0	1.4342	51.4541	34.7071	MANE_inflated
ENST00000537909.4	CDH22		22	22	0	0	0	1.0	0.0	0.0	1.4342	51.5488	35.4724	MANE_inflated
ENST00000367387.6	LHX9		22	22	0	0	0	1.0	0.0	0.0	1.4341	49.8636	30.7608	MANE_inflated
ENST00000221403.7	DHDH		22	22	0	0	0	1.0	0.0	0.0	1.4339	53.4688	31.8197	MANE_inflated
ENST00000326010.10	UPB1		22	22	0	0	0	1.0	0.0	0.0	1.4337	50.6585	36.1363	MANE_inflated
ENST00000252288.8	GAMT		22	22	0	0	0	1.0	0.0	0.0	1.4335	51.4485	35.2385	MANE_inflated
ENST00000366514.5	TFB2M		22	22	0	0	0	1.0	0.0	0.0	1.4335	51.4583	36.1698	MANE_inflated
ENST00000369645.6	MOV10		22	22	0	0	0	1.0	0.0	0.0	1.4333	51.5857	32.9474	MANE_inflated
ENST00000399575.7	OPRPN		22	22	0	0	0	1.0	0.0	0.0	1.4333	51.4689	36.6146	MANE_inflated
ENST00000378910.10	NPHS1		22	22	0	0	0	1.0	0.0	0.0	1.4332	50.0631	32.0574	MANE_inflated
ENST00000333911.9	NME9		22	22	0	0	0	1.0	0.0	0.0	1.4331	51.5806	35.9261	MANE_inflated
ENST00000337526.11	RTN4		22	22	0	0	0	1.0	0.0	0.0	1.4331	50.2589	35.075	MANE_inflated
ENST00000372921.10	ANXA7		22	22	0	0	0	1.0	0.0	0.0	1.4331	50.8238	33.8571	MANE_inflated
ENST00000380342.4	CLTRN		22	21	0	0	1	0.955	0.0	0.045	1.4331	51.4533	33.7219	MANE_inflated
ENST00000320895.10	CLPTM1L		22	22	0	0	0	1.0	0.0	0.0	1.433	51.2375	35.258	MANE_inflated
ENST00000250113.12	FXR2		22	22	0	0	0	1.0	0.0	0.0	1.4329	50.9168	34.0688	MANE_inflated
ENST00000354957.8	ZNF649		22	22	0	0	0	1.0	0.0	0.0	1.4329	50.6226	37.2931	MANE_inflated
ENST00000379144.7	PCYT1B		22	21	0	0	1	0.955	0.0	0.045	1.4329	50.1054	10.8513	MANE_inflated
ENST00000309755.9	KLHL3		22	22	0	0	0	1.0	0.0	0.0	1.4328	50.3043	34.7553	MANE_inflated
ENST00000361891.9	ILF2		22	22	0	0	0	1.0	0.0	0.0	1.4327	50.8787	34.689	MANE_inflated
ENST00000378453.4	HES5		22	16	4	0	2	0.727	0.182	0.091	1.4327	51.4638	10.7588	MANE_inflated
ENST00000354919.11	SUV39H2		22	22	0	0	0	1.0	0.0	0.0	1.4326	50.531	37.7031	MANE_inflated
ENST00000372172.5	HECTD3		22	22	0	0	0	1.0	0.0	0.0	1.4326	50.703	31.5019	MANE_inflated
ENST00000227471.7	UNC93B1		22	22	0	0	0	1.0	0.0	0.0	1.4325	51.2714	34.4416	MANE_inflated
ENST00000310144.11	PSMC5		22	22	0	0	0	1.0	0.0	0.0	1.4325	51.571	32.3851	MANE_inflated
ENST00000378466.9	PANK4		22	22	0	0	0	1.0	0.0	0.0	1.4325	51.1667	30.2679	MANE_inflated
ENST00000259873.5	MRPS18B		22	22	0	0	0	1.0	0.0	0.0	1.4321	51.454	32.9182	MANE_inflated
ENST00000368836.7	EEF1AKMT2		22	19	3	0	0	0.864	0.136	0.0	1.4321	50.5048	22.1446	MANE_inflated
ENST00000265036.10	DEPDC1B		22	22	0	0	0	1.0	0.0	0.0	1.432	51.5826	34.5843	MANE_inflated
ENST00000296755.12	MAP1B		22	22	0	0	0	1.0	0.0	0.0	1.4316	49.7052	37.56	MANE_inflated
ENST00000307340.8	USH2A		22	22	0	0	0	1.0	0.0	0.0	1.4316	49.7484	33.3815	MANE_inflated
ENST00000371079.6	ROR1		22	22	0	0	0	1.0	0.0	0.0	1.4316	50.0711	36.2833	MANE_inflated
ENST00000360184.10	DYNC1H1		22	22	0	0	0	1.0	0.0	0.0	1.4312	49.6812	32.7724	MANE_inflated
ENST00000634734.3	BAG1		22	22	0	0	0	1.0	0.0	0.0	1.431	50.4372	37.6325	MANE_inflated
ENST00000393261.8	FBXW9		22	22	0	0	0	1.0	0.0	0.0	1.4307	51.4579	34.5872	MANE_inflated
ENST00000290583.9	CELF3		22	22	0	0	0	1.0	0.0	0.0	1.4303	50.3962	36.2356	MANE_inflated
ENST00000375024.1	OR10G9	olfactory_receptor	22	22	0	0	0	1.0	0.0	0.0	1.4303	51.4071	36.1076	MANE_inflated
ENST00000568954.5	PHLPP2		22	22	0	0	0	1.0	0.0	0.0	1.4303	50.2329	36.3688	MANE_inflated
ENST00000361529.5	SLC25A47		22	22	0	0	0	1.0	0.0	0.0	1.4302	51.4811	34.3362	MANE_inflated
ENST00000619039.5	PIP4K2B		22	22	0	0	0	1.0	0.0	0.0	1.4299	50.179	36.7878	MANE_inflated
ENST00000253778.13	GFPT2		22	22	0	0	0	1.0	0.0	0.0	1.4297	50.9257	33.1998	MANE_inflated
ENST00000307767.13	TVP23B		22	22	0	0	0	1.0	0.0	0.0	1.4297	48.5165	31.2156	MANE_inflated
ENST00000616140.2	CPSF1		22	22	0	0	0	1.0	0.0	0.0	1.4297	51.5877	30.5868	MANE_inflated
ENST00000378069.5	MAOB		22	22	0	0	0	1.0	0.0	0.0	1.4296	51.1386	35.0752	MANE_inflated
ENST00000381527.8	CDK8		22	22	0	0	0	1.0	0.0	0.0	1.4296	50.8011	36.2516	MANE_inflated
ENST00000361983.7	KIFBP		22	22	0	0	0	1.0	0.0	0.0	1.4291	51.0558	36.3349	MANE_inflated
ENST00000367576.6	LTV1		22	22	0	0	0	1.0	0.0	0.0	1.4291	51.459	35.3755	MANE_inflated
ENST00000296046.4	CPA3		22	22	0	0	0	1.0	0.0	0.0	1.429	51.4582	33.1243	MANE_inflated
ENST00000402394.6	CGREF1		22	22	0	0	0	1.0	0.0	0.0	1.429	51.4851	35.7263	MANE_inflated
ENST00000530059.3	CDCP2		22	22	0	0	0	1.0	0.0	0.0	1.4285	51.4599	36.5434	MANE_inflated
ENST00000276654.10	LRP12		22	22	0	0	0	1.0	0.0	0.0	1.4284	50.2976	36.3724	MANE_inflated
ENST00000366641.4	EGLN1		22	22	0	0	0	1.0	0.0	0.0	1.4284	50.2837	37.6677	MANE_inflated
ENST00000226355.5	AFM		22	22	0	0	0	1.0	0.0	0.0	1.4282	51.6604	32.0401	MANE_inflated
ENST00000567970.2	C16orf95		22	22	0	0	0	1.0	0.0	0.0	1.4282	51.4487	36.4367	MANE_inflated
ENST00000636174.2	FBF1		22	22	0	0	0	1.0	0.0	0.0	1.4282	50.1388	32.2422	MANE_inflated
ENST00000260956.9	SSB		22	22	0	0	0	1.0	0.0	0.0	1.428	51.4653	34.602	MANE_inflated
ENST00000221200.9	KCTD9		22	22	0	0	0	1.0	0.0	0.0	1.4279	50.6611	36.4641	MANE_inflated
ENST00000230859.8	TENT4A		22	22	0	0	0	1.0	0.0	0.0	1.4274	50.5081	36.184	MANE_inflated
ENST00000317243.10	ZNF554		22	22	0	0	0	1.0	0.0	0.0	1.4273	50.4373	37.6703	MANE_inflated
ENST00000319332.10	P3H2		22	22	0	0	0	1.0	0.0	0.0	1.4273	50.6482	34.3836	MANE_inflated
ENST00000627620.5	SCN8A		22	22	0	0	0	1.0	0.0	0.0	1.4272	32.3863	26.2678	MANE_inflated
ENST00000354534.11	SCN8A		22	22	0	0	0	1.0	0.0	0.0	1.427	51.4964	38.5148	MANE_inflated
ENST00000407991.3	CHRNA2		22	22	0	0	0	1.0	0.0	0.0	1.427	50.3156	36.9168	MANE_inflated
ENST00000358544.7	VPS13B		22	22	0	0	0	1.0	0.0	0.0	1.4266	27.3554	21.3674	MANE_inflated
ENST00000285379.10	CA2		22	22	0	0	0	1.0	0.0	0.0	1.4265	51.4561	34.2559	MANE_inflated
ENST00000373631.8	CRB2		22	22	0	0	0	1.0	0.0	0.0	1.4265	51.589	36.5756	MANE_inflated
ENST00000310914.10	IQCF1		22	22	0	0	0	1.0	0.0	0.0	1.4264	51.4429	36.1557	MANE_inflated
ENST00000374189.6	MAPK8		22	22	0	0	0	1.0	0.0	0.0	1.4264	50.187	36.4407	MANE_inflated
ENST00000219596.6	MEFV		22	22	0	0	0	1.0	0.0	0.0	1.4262	50.3264	35.5499	MANE_inflated
ENST00000357628.8	POT1		22	22	0	0	0	1.0	0.0	0.0	1.426	50.337	34.3544	MANE_inflated
ENST00000175238.10	ADAM7		22	22	0	0	0	1.0	0.0	0.0	1.4259	50.8045	32.3343	MANE_inflated
ENST00000336643.10	SLC39A9		22	22	0	0	0	1.0	0.0	0.0	1.4259	50.1135	23.3764	MANE_inflated
ENST00000447839.7	ERCC6		22	22	0	0	0	1.0	0.0	0.0	1.4259	49.6835	35.8629	MANE_inflated
ENST00000226951.11	CLNK		22	14	0	0	8	0.636	0.0	0.364	1.4258	50.0724	0.3538	MANE_inflated
ENST00000228928.12	OAS3		22	22	0	0	0	1.0	0.0	0.0	1.4255	50.4073	36.3483	MANE_inflated
ENST00000552032.7	MYRFL		22	22	0	0	0	1.0	0.0	0.0	1.4255	50.4864	32.9007	MANE_inflated
ENST00000261381.7	XYLT1		22	22	0	0	0	1.0	0.0	0.0	1.4253	49.7951	38.612	MANE_inflated
ENST00000264192.8	CYTIP		22	22	0	0	0	1.0	0.0	0.0	1.4251	50.8113	35.558	MANE_inflated
ENST00000308488.11	RSF1		22	22	0	0	0	1.0	0.0	0.0	1.4251	49.8096	36.5605	MANE_inflated
ENST00000311601.6	SH3PXD2B		22	22	0	0	0	1.0	0.0	0.0	1.425	49.8131	37.89	MANE_inflated
ENST00000547588.6	AGAP2		22	22	0	0	0	1.0	0.0	0.0	1.4247	51.2586	34.478	MANE_inflated
ENST00000367330.6	TMEM9		22	18	4	0	0	0.818	0.182	0.0	1.4245	51.4065	17.2122	MANE_inflated
ENST00000370574.4	ZNHIT6		22	22	0	0	0	1.0	0.0	0.0	1.4244	50.0435	37.0401	MANE_inflated
ENST00000373178.5	ADPRS		22	22	0	0	0	1.0	0.0	0.0	1.4243	51.4682	36.1795	MANE_inflated
ENST00000429538.8	PAX8		22	22	0	0	0	1.0	0.0	0.0	1.4241	50.6507	36.4047	MANE_inflated
ENST00000372264.4	PLPP7		22	22	0	0	0	1.0	0.0	0.0	1.4239	51.2545	33.0281	MANE_inflated
ENST00000256925.12	CABLES1		22	22	0	0	0	1.0	0.0	0.0	1.4238	50.1867	37.6332	MANE_inflated
ENST00000347785.8	CD5		22	22	0	0	0	1.0	0.0	0.0	1.4238	50.7391	35.6483	MANE_inflated
ENST00000288912.9	CFAP251		22	22	0	0	0	1.0	0.0	0.0	1.4237	50.6611	32.6883	MANE_inflated
ENST00000334205.9	RPS6KA4	ribosomal_protein_S	22	22	0	0	0	1.0	0.0	0.0	1.4237	51.5849	32.6432	MANE_inflated
ENST00000409122.7	MEIOC		22	22	0	0	0	1.0	0.0	0.0	1.4235	50.2551	36.4139	MANE_inflated
ENST00000431232.7	PGAP6		22	22	0	0	0	1.0	0.0	0.0	1.4234	50.5644	35.3915	MANE_inflated
ENST00000534358.8	KMT2A		22	22	0	0	0	1.0	0.0	0.0	1.4234	51.5734	35.2045	MANE_inflated
ENST00000327787.13	FAAP100		22	22	0	0	0	1.0	0.0	0.0	1.4233	51.5862	36.6258	MANE_inflated
ENST00000371964.5	SURF2		22	22	0	0	0	1.0	0.0	0.0	1.4233	51.4318	35.3042	MANE_inflated
ENST00000394427.3	QRFPR		22	22	0	0	0	1.0	0.0	0.0	1.4232	51.1229	36.422	MANE_inflated
ENST00000307731.2	CDC40		22	22	0	0	0	1.0	0.0	0.0	1.423	50.5245	30.4385	MANE_inflated
ENST00000409978.7	ARHGEF33		22	22	0	0	0	1.0	0.0	0.0	1.423	50.3909	33.952	MANE_inflated
ENST00000293831.13	EIF4A1		22	22	0	0	0	1.0	0.0	0.0	1.4228	51.4582	33.3771	MANE_inflated
ENST00000314531.5	ZNF77		22	22	0	0	0	1.0	0.0	0.0	1.4228	51.3427	38.155	MANE_inflated
ENST00000394236.9	PROS1		22	22	0	0	0	1.0	0.0	0.0	1.4222	50.3122	34.3035	MANE_inflated
ENST00000367049.9	CR1		22	22	0	0	0	1.0	0.0	0.0	1.4219	48.408	31.6526	MANE_inflated
ENST00000258436.10	SLC67A2		22	22	0	0	0	1.0	0.0	0.0	1.4217	50.124	37.645	MANE_inflated
ENST00000308388.7	GMPPB		22	20	0	0	2	0.909	0.0	0.091	1.4217	51.4924	10.7732	MANE_inflated
ENST00000369046.8	QRSL1		22	22	0	0	0	1.0	0.0	0.0	1.4217	50.6467	32.8641	MANE_inflated
ENST00000379834.7	RIOK1		22	22	0	0	0	1.0	0.0	0.0	1.4217	51.2224	34.9386	MANE_inflated
ENST00000421807.7	INPP5K		22	22	0	0	0	1.0	0.0	0.0	1.4213	50.9893	35.0581	MANE_inflated
ENST00000330062.8	IDH2		22	22	0	0	0	1.0	0.0	0.0	1.4211	51.0005	35.0833	MANE_inflated
ENST00000361807.8	ZNF485		22	22	0	0	0	1.0	0.0	0.0	1.4211	51.1689	36.4809	MANE_inflated
ENST00000400897.8	MASP2		22	22	0	0	0	1.0	0.0	0.0	1.4209	51.1307	34.2117	MANE_inflated
ENST00000219070.9	MMP2		22	22	0	0	0	1.0	0.0	0.0	1.4207	50.6125	35.2982	MANE_inflated
ENST00000300650.9	RNF214		22	22	0	0	0	1.0	0.0	0.0	1.4205	51.0403	33.4211	MANE_inflated
ENST00000490605.3	FAM178B		22	22	0	0	0	1.0	0.0	0.0	1.4205	51.0892	32.7754	MANE_inflated
ENST00000262457.7	INVS		22	22	0	0	0	1.0	0.0	0.0	1.4204	50.3188	34.5408	MANE_inflated
ENST00000498707.5	ADAMTS9		22	22	0	0	0	1.0	0.0	0.0	1.4204	50.1125	31.621	MANE_inflated
ENST00000515837.7	TMEM216		22	20	2	0	0	0.909	0.091	0.0	1.4204	51.4472	36.3439	MANE_inflated
ENST00000216121.12	NIPSNAP1		22	22	0	0	0	1.0	0.0	0.0	1.4202	51.4601	35.1844	MANE_inflated
ENST00000307126.10	GTPBP2		22	22	0	0	0	1.0	0.0	0.0	1.42	49.8821	35.4672	MANE_inflated
ENST00000356584.8	ZNF772		22	22	0	0	0	1.0	0.0	0.0	1.4197	50.1051	36.5564	MANE_inflated
ENST00000367545.8	UTRN		22	22	0	0	0	1.0	0.0	0.0	1.4194	49.8025	30.9383	MANE_inflated
ENST00000619387.5	AATF		22	22	0	0	0	1.0	0.0	0.0	1.419	51.4582	33.9603	MANE_inflated
ENST00000451899.7	OSGIN2		22	22	0	0	0	1.0	0.0	0.0	1.4188	50.3129	37.755	MANE_inflated
ENST00000590247.7	PDCD5		22	16	6	0	0	0.727	0.273	0.0	1.4188	51.4011	35.3638	MANE_inflated
ENST00000425642.3	ATP6V0E2		22	14	8	0	0	0.636	0.364	0.0	1.4185	51.4578	36.5465	MANE_inflated
ENST00000329608.11	CSF1		22	22	0	0	0	1.0	0.0	0.0	1.4183	50.4525	36.0584	MANE_inflated
ENST00000373548.8	HDAC1		22	22	0	0	0	1.0	0.0	0.0	1.4183	51.4609	33.1924	MANE_inflated
ENST00000564288.6	MACF1		22	22	0	0	0	1.0	0.0	0.0	1.4183	49.6317	33.2704	MANE_inflated
ENST00000261667.8	KPNA3		22	22	0	0	0	1.0	0.0	0.0	1.4182	50.0814	35.4577	MANE_inflated
ENST00000339266.10	DLGAP4		22	22	0	0	0	1.0	0.0	0.0	1.4182	51.5697	36.4282	MANE_inflated
ENST00000673675.1	WIZ		22	22	0	0	0	1.0	0.0	0.0	1.4181	51.5909	37.217	MANE_inflated
ENST00000686984.1	VSIG10L2		22	22	0	0	0	1.0	0.0	0.0	1.4181	50.4488	33.9203	MANE_inflated
ENST00000283646.5	RPIA		22	22	0	0	0	1.0	0.0	0.0	1.4179	51.4586	34.4687	MANE_inflated
ENST00000257189.5	DSG3		22	22	0	0	0	1.0	0.0	0.0	1.4177	50.4958	35.8446	MANE_inflated
ENST00000652607.2	RFPL2		22	22	0	0	0	1.0	0.0	0.0	1.4175	51.5789	36.3987	MANE_inflated
ENST00000301825.8	ENTPD3		22	22	0	0	0	1.0	0.0	0.0	1.4171	50.8419	35.4719	MANE_inflated
ENST00000354624.6	HKDC1		22	22	0	0	0	1.0	0.0	0.0	1.4169	50.6333	33.1955	MANE_inflated
ENST00000221086.8	MTMR9		22	22	0	0	0	1.0	0.0	0.0	1.4165	49.9548	32.7938	MANE_inflated
ENST00000377813.6	RRBP1		22	22	0	0	0	1.0	0.0	0.0	1.4165	50.3508	32.8492	MANE_inflated
ENST00000358007.7	DDX47		22	22	0	0	0	1.0	0.0	0.0	1.4164	51.4586	32.8757	MANE_inflated
ENST00000361271.8	HACD1		22	22	0	0	0	1.0	0.0	0.0	1.4163	50.77	19.9412	MANE_inflated
ENST00000646241.3	CTSA		22	22	0	0	0	1.0	0.0	0.0	1.4163	51.4691	33.0258	MANE_inflated
ENST00000261973.12	RBM25		22	22	0	0	0	1.0	0.0	0.0	1.4162	50.3781	33.1587	MANE_inflated
