transcript_id	gene_symbol	gene_family	n_conditions	n_MANE_higher	n_CDS_higher	n_equal	n_CDS_zero	frac_MANE_higher	frac_CDS_higher	frac_CDS_zero	median_ratio_mane_over_cds	median_tpm_mane	median_tpm_cds	classification
ENST00000537304.6	LMO3		22	11	0	0	11	0.5	0.0	0.5	1.45	50.5309	1.664	mostly_no_CDS_signal
ENST00000375258.9	METTL8		22	8	0	0	14	0.364	0.0	0.636	1.4238	49.7861	0.0	mostly_no_CDS_signal
ENST00000367651.4	CITED2		22	11	0	0	11	0.5	0.0	0.5	1.3635	51.0034	1.475	mostly_no_CDS_signal
ENST00000278888.8	MS4A2		22	8	0	0	14	0.364	0.0	0.636	1.3631	50.482	0.0	mostly_no_CDS_signal
ENST00000410096.6	ERMN		22	11	0	0	11	0.5	0.0	0.5	1.354	50.4248	0.0	mostly_no_CDS_signal
ENST00000585993.3	OR4F17	olfactory_receptor	22	8	0	0	14	0.364	0.0	0.636	1.3536	46.7338	0.0	mostly_no_CDS_signal
ENST00000326524.7	GDNF		22	10	0	0	12	0.455	0.0	0.545	1.326	50.2964	0.0	mostly_no_CDS_signal
ENST00000593495.4	NOTCH2NLB		22	8	0	0	14	0.364	0.0	0.636	1.302	47.6761	0.0	mostly_no_CDS_signal
ENST00000359741.10	SLC39A14		22	8	0	0	14	0.364	0.0	0.636	1.2921	50.2782	0.0	mostly_no_CDS_signal
ENST00000196482.4	ZNF324		22	8	0	0	14	0.364	0.0	0.636	1.2868	50.1139	0.0	mostly_no_CDS_signal
ENST00000374279.4	UGCG		22	10	0	0	12	0.455	0.0	0.545	1.2664	50.5087	0.0	mostly_no_CDS_signal
ENST00000371953.8	PTEN		22	10	0	0	12	0.455	0.0	0.545	1.2531	49.7431	0.0	mostly_no_CDS_signal
ENST00000375896.9	GPANK1		22	8	0	0	14	0.364	0.0	0.636	1.2224	51.0374	0.0	mostly_no_CDS_signal
ENST00000240499.8	ZNF141		22	10	0	0	12	0.455	0.0	0.545	1.2071	49.71	0.0	mostly_no_CDS_signal
ENST00000573901.3	OR3A2	olfactory_receptor	22	8	0	0	14	0.364	0.0	0.636	1.2023	49.5342	0.0	mostly_no_CDS_signal
ENST00000394834.8	SAMD13		22	5	4	0	13	0.227	0.182	0.591	1.1647	51.4659	0.0	mostly_no_CDS_signal
ENST00000647903.1	FAM90A19		22	8	0	0	14	0.364	0.0	0.636	1.0917	50.4057	0.0	mostly_no_CDS_signal
ENST00000391711.8	ZNF829		22	8	0	0	14	0.364	0.0	0.636	1.089	50.1641	0.0	mostly_no_CDS_signal
ENST00000368323.8	RIT1		22	6	4	0	12	0.273	0.182	0.545	1.0636	50.562	0.0	mostly_no_CDS_signal
ENST00000312527.9	B3GAT1		22	9	2	0	11	0.409	0.091	0.5	1.0293	50.3813	0.0022	mostly_no_CDS_signal
ENST00000360793.8	CYB561		22	7	4	0	11	0.318	0.182	0.5	1.0179	50.7567	0.0021	mostly_no_CDS_signal
ENST00000368655.5	GATAD2B		22	3	8	0	11	0.136	0.364	0.5	0.984	49.9586	2.4341	mostly_no_CDS_signal
ENST00000377223.6	LZIC		22	3	5	0	14	0.136	0.227	0.636	0.9633	50.1913	0.0	mostly_no_CDS_signal
ENST00000319119.5	ZBTB34		22	2	8	0	12	0.091	0.364	0.545	0.9501	49.9384	0.0	mostly_no_CDS_signal
ENST00000629372.3	TMEM272		22	3	8	0	11	0.136	0.364	0.5	0.9288	50.3248	0.3343	mostly_no_CDS_signal
ENST00000695265.1	OR14I1	olfactory_receptor	22	0	8	0	14	0.0	0.364	0.636	0.8006	50.2453	0.0	mostly_no_CDS_signal
ENST00000444304.3	C1QTNF7		22	0	8	0	14	0.0	0.364	0.636	0.7827	50.2576	0.0	mostly_no_CDS_signal
ENST00000581138.4	PPIAL4F		22	0	8	0	14	0.0	0.364	0.636	0.6892	51.4459	0.0	mostly_no_CDS_signal
ENST00000454782.3	PXT1		22	3	8	0	11	0.136	0.364	0.5	0.6878	51.3346	1.8821	mostly_no_CDS_signal
ENST00000520358.7	TSPAN18		22	2	8	0	12	0.091	0.364	0.545	0.6527	50.789	0.0	mostly_no_CDS_signal
ENST00000284486.9	FAM167A		22	0	8	0	14	0.0	0.364	0.636	0.5734	50.3241	0.0	mostly_no_CDS_signal
ENST00000332290.4	C6orf120		22	0	8	0	14	0.0	0.364	0.636	0.5201	51.4948	0.0	mostly_no_CDS_signal
ENST00000362074.8	NOTCH2NLA		22	2	8	0	12	0.091	0.364	0.545	0.486	51.1238	0.0	mostly_no_CDS_signal
ENST00000206262.2	RGS17		22	3	8	0	11	0.136	0.364	0.5	0.464	49.8625	0.0043	mostly_no_CDS_signal
ENST00000369183.9	FAM204A		22	2	8	0	12	0.091	0.364	0.545	0.272	49.6624	0.0	mostly_no_CDS_signal
ENST00000417410.7	SMIM19		22	0	8	0	14	0.0	0.364	0.636	0.2562	50.4236	0.0	mostly_no_CDS_signal
ENST00000525596.6	NPIPA8		22	3	8	0	11	0.136	0.364	0.5	0.1423	38.3407	0.5852	mostly_no_CDS_signal
ENST00000439466.3	CT47A5		22	0	8	0	14	0.0	0.364	0.636	0.0159	51.4646	0.0	mostly_no_CDS_signal
ENST00000382692.3	DEFA1		22	2	9	0	11	0.091	0.409	0.5	0.0	51.358	5.2849	mostly_no_CDS_signal
ENST00000439682.2	POTEB		22	0	8	0	14	0.0	0.364	0.636	0.0	51.4938	0.0	mostly_no_CDS_signal
ENST00000347755.10	PIDD1		22	18	0	0	4	0.818	0.0	0.182	17089355.1363	51.5845	0.0	MANE_strongly_inflated
ENST00000358807.8	MICAL1		22	20	0	0	2	0.909	0.0	0.091	7242062.9316	51.5858	0.0	MANE_strongly_inflated
ENST00000603380.6	ZNF559		22	22	0	0	0	1.0	0.0	0.0	6639072.1823	50.2317	0.0	MANE_strongly_inflated
ENST00000359858.9	ZMYM1		22	20	0	0	2	0.909	0.0	0.091	1133541.997	51.5872	0.0	MANE_strongly_inflated
ENST00000262043.8	PHF3		22	18	0	0	4	0.818	0.0	0.182	346421.7763	49.879	0.0	MANE_strongly_inflated
ENST00000360565.8	SCAF1		22	20	0	0	2	0.909	0.0	0.091	215859.6853	51.5874	0.0002	MANE_strongly_inflated
ENST00000678616.1	CSPP1		22	20	0	0	2	0.909	0.0	0.091	101226.1406	51.5883	0.0003	MANE_strongly_inflated
ENST00000561890.1	MUC22		22	18	0	0	4	0.818	0.0	0.182	66096.3045	51.5893	0.0001	MANE_strongly_inflated
ENST00000416165.6	BAHD1		22	18	0	0	4	0.818	0.0	0.182	59123.6519	51.5881	0.0004	MANE_strongly_inflated
ENST00000263635.8	TANC1		22	19	0	0	3	0.864	0.0	0.136	9899.0088	51.5522	0.003	MANE_strongly_inflated
ENST00000475668.6	MGAM		22	20	0	0	2	0.909	0.0	0.091	6267.2614	51.5909	0.0037	MANE_strongly_inflated
ENST00000397345.8	NEB		22	22	0	0	0	1.0	0.0	0.0	4496.5473	51.5928	0.2006	MANE_strongly_inflated
ENST00000370571.7	COL24A1		22	18	0	0	4	0.818	0.0	0.182	3236.5111	51.5899	0.0001	MANE_strongly_inflated
ENST00000239462.9	TNN		22	18	0	0	4	0.818	0.0	0.182	3183.8651	51.5504	0.0006	MANE_strongly_inflated
ENST00000278550.12	TENM4		22	22	0	0	0	1.0	0.0	0.0	2910.7183	51.5731	0.0177	MANE_strongly_inflated
ENST00000341552.10	CFAP65		22	22	0	0	0	1.0	0.0	0.0	1345.7679	51.5893	2.3491	MANE_strongly_inflated
ENST00000619757.5	HIC1		22	18	0	0	4	0.818	0.0	0.182	1241.9512	50.8902	0.0202	MANE_strongly_inflated
ENST00000340001.9	ABCA9		22	21	0	0	1	0.955	0.0	0.045	723.3606	51.5896	0.029	MANE_strongly_inflated
ENST00000233190.11	NDUFS1		22	18	0	0	4	0.818	0.0	0.182	344.6978	49.8939	0.0281	MANE_strongly_inflated
ENST00000592784.6	NLRP7		22	22	0	0	0	1.0	0.0	0.0	236.8864	51.5478	0.2255	MANE_strongly_inflated
ENST00000360304.8	MYLK		22	20	0	0	2	0.909	0.0	0.091	232.2823	51.5531	0.0953	MANE_strongly_inflated
ENST00000498907.3	CEBPA		22	19	0	0	3	0.864	0.0	0.136	205.6319	50.8404	0.1183	MANE_strongly_inflated
ENST00000244314.6	IRGC		22	22	0	0	0	1.0	0.0	0.0	172.5632	51.4565	0.361	MANE_strongly_inflated
ENST00000281631.10	PARP8		22	20	0	0	2	0.909	0.0	0.091	136.7138	51.5521	0.3082	MANE_strongly_inflated
ENST00000683076.1	MAP4		22	18	0	0	4	0.818	0.0	0.182	130.513	51.5721	10.8091	MANE_strongly_inflated
ENST00000375254.8	UBR4		22	22	0	0	0	1.0	0.0	0.0	105.4166	51.5922	10.7839	MANE_strongly_inflated
ENST00000421745.7	BIRC6		22	20	0	0	2	0.909	0.0	0.091	99.3092	51.5733	10.7829	MANE_strongly_inflated
ENST00000427277.7	WNK2		22	22	0	0	0	1.0	0.0	0.0	98.9335	51.5712	10.7817	MANE_strongly_inflated
ENST00000404816.7	LTBP1		22	22	0	0	0	1.0	0.0	0.0	97.0886	51.5709	10.7141	MANE_strongly_inflated
ENST00000278935.8	CEP164		22	20	0	0	2	0.909	0.0	0.091	92.0327	51.5891	10.8102	MANE_strongly_inflated
ENST00000403601.8	IL17RC		22	20	0	0	2	0.909	0.0	0.091	86.9543	51.5821	10.7933	MANE_strongly_inflated
ENST00000306378.11	BPTF		22	22	0	0	0	1.0	0.0	0.0	83.061	51.5726	10.784	MANE_strongly_inflated
ENST00000369005.6	TACC2		22	20	0	0	2	0.909	0.0	0.091	81.8414	51.5722	10.7949	MANE_strongly_inflated
ENST00000683244.1	AFDN		22	22	0	0	0	1.0	0.0	0.0	79.264	51.5626	10.7877	MANE_strongly_inflated
ENST00000314167.9	GAK		22	20	0	0	2	0.909	0.0	0.091	78.9582	51.5877	10.7882	MANE_strongly_inflated
ENST00000696799.1	RIMS2		22	22	0	0	0	1.0	0.0	0.0	73.9229	51.5523	10.7479	MANE_strongly_inflated
ENST00000443617.7	HERC1		22	22	0	0	0	1.0	0.0	0.0	72.4808	51.5732	10.7836	MANE_strongly_inflated
ENST00000397938.7	EWSR1		22	20	0	0	2	0.909	0.0	0.091	67.5855	51.582	10.8195	MANE_strongly_inflated
ENST00000636213.3	C10orf67		22	19	0	0	3	0.864	0.0	0.136	64.4186	51.585	0.0274	MANE_strongly_inflated
ENST00000374282.8	PAFAH2		22	19	0	0	3	0.864	0.0	0.136	63.0829	50.7858	0.0001	MANE_strongly_inflated
ENST00000349880.9	NAV2		22	20	0	0	2	0.909	0.0	0.091	60.6675	51.5534	10.7799	MANE_strongly_inflated
ENST00000392783.7	BAZ2B		22	20	0	0	2	0.909	0.0	0.091	59.8616	51.5717	10.7742	MANE_strongly_inflated
ENST00000438737.3	RBM26		22	20	0	0	2	0.909	0.0	0.091	59.4711	51.5699	10.782	MANE_strongly_inflated
ENST00000687212.1	MAST3		22	22	0	0	0	1.0	0.0	0.0	58.9579	51.5705	10.7832	MANE_strongly_inflated
ENST00000268712.8	NCOR1		22	20	0	0	2	0.909	0.0	0.091	58.3606	51.575	10.7895	MANE_strongly_inflated
ENST00000356443.9	MYOM1		22	21	0	0	1	0.955	0.0	0.045	57.0719	51.5891	0.4708	MANE_strongly_inflated
ENST00000695795.1	PDE4DIP		22	20	0	0	2	0.909	0.0	0.091	56.2975	51.5907	10.8663	MANE_strongly_inflated
ENST00000297423.9	SPIDR		22	20	0	0	2	0.909	0.0	0.091	55.5011	51.5862	10.7345	MANE_strongly_inflated
ENST00000361418.10	KIF21A		22	22	0	0	0	1.0	0.0	0.0	54.4147	51.5896	10.7829	MANE_strongly_inflated
ENST00000369983.5	GBF1		22	22	0	0	0	1.0	0.0	0.0	53.9794	51.5896	10.7923	MANE_strongly_inflated
ENST00000636930.2	ARID1B		22	22	0	0	0	1.0	0.0	0.0	52.119	51.5913	10.8279	MANE_strongly_inflated
ENST00000355826.10	MIB2		22	18	0	0	4	0.818	0.0	0.182	51.9411	51.5852	10.8007	MANE_strongly_inflated
ENST00000326735.13	ATP13A2		22	20	0	0	2	0.909	0.0	0.091	50.9802	51.587	10.7837	MANE_strongly_inflated
ENST00000447017.7	ABLIM2		22	18	0	0	4	0.818	0.0	0.182	50.8462	51.5864	10.7951	MANE_strongly_inflated
ENST00000359152.10	SYTL2		22	20	0	0	2	0.909	0.0	0.091	50.7442	51.5718	10.6608	MANE_strongly_inflated
ENST00000282633.10	WASHC2A		22	20	0	0	2	0.909	0.0	0.091	50.6532	51.5879	10.827	MANE_strongly_inflated
ENST00000296474.8	MST1R		22	20	0	0	2	0.909	0.0	0.091	49.3421	51.5694	10.7685	MANE_strongly_inflated
ENST00000690025.1	CCDC18		22	20	0	0	2	0.909	0.0	0.091	48.7465	51.5881	10.8427	MANE_strongly_inflated
ENST00000334553.11	KLC1		22	22	0	0	0	1.0	0.0	0.0	47.4033	51.5828	10.7987	MANE_strongly_inflated
ENST00000693548.1	MYH15		22	22	0	0	0	1.0	0.0	0.0	46.338	49.9775	1.1145	MANE_strongly_inflated
ENST00000403994.9	TPM1		22	19	0	0	3	0.864	0.0	0.136	46.1622	53.0399	10.7806	MANE_strongly_inflated
ENST00000394780.8	ALG13		22	20	0	0	2	0.909	0.0	0.091	45.0375	51.5872	10.8347	MANE_strongly_inflated
ENST00000604729.6	ZSWIM8		22	20	0	0	2	0.909	0.0	0.091	44.8422	51.5705	10.7858	MANE_strongly_inflated
ENST00000695776.1	ZNF185		22	20	0	0	2	0.909	0.0	0.091	44.4357	51.5879	10.7691	MANE_strongly_inflated
ENST00000348417.7	IFT122		22	20	0	0	2	0.909	0.0	0.091	43.9496	51.5871	10.7839	MANE_strongly_inflated
ENST00000688547.1	NLRC5		22	19	0	0	3	0.864	0.0	0.136	43.9473	51.5898	10.7706	MANE_strongly_inflated
ENST00000397752.8	MET		22	18	0	0	4	0.818	0.0	0.182	43.6705	51.5518	0.0007	MANE_strongly_inflated
ENST00000435803.6	ABCA13		22	22	0	0	0	1.0	0.0	0.0	43.4385	51.5541	10.774	MANE_strongly_inflated
ENST00000264380.9	PIKFYVE		22	20	0	0	2	0.909	0.0	0.091	43.3105	51.5723	10.6712	MANE_strongly_inflated
ENST00000555002.6	SYNE2		22	22	0	0	0	1.0	0.0	0.0	43.1441	51.5738	10.8126	MANE_strongly_inflated
ENST00000411767.7	PTPN13		22	22	0	0	0	1.0	0.0	0.0	42.4158	51.5907	10.7766	MANE_strongly_inflated
ENST00000460843.6	EHMT1		22	20	0	0	2	0.909	0.0	0.091	42.1931	51.5885	10.901	MANE_strongly_inflated
ENST00000684074.1	MIGA2		22	20	0	0	2	0.909	0.0	0.091	41.2911	51.5862	0.7053	MANE_strongly_inflated
ENST00000696593.1	ROBO2		22	20	0	0	2	0.909	0.0	0.091	40.5859	51.5528	10.8018	MANE_strongly_inflated
ENST00000679454.1	ADCY3		22	22	0	0	0	1.0	0.0	0.0	40.4015	51.5504	10.7996	MANE_strongly_inflated
ENST00000449022.7	CADPS2		22	22	0	0	0	1.0	0.0	0.0	40.3221	51.5704	10.7842	MANE_strongly_inflated
ENST00000359901.9	ANKRD36B		22	19	0	0	3	0.864	0.0	0.136	40.3143	51.59	9.2349	MANE_strongly_inflated
ENST00000682506.1	KALRN		22	22	0	0	0	1.0	0.0	0.0	39.2376	51.5541	10.3769	MANE_strongly_inflated
ENST00000367607.8	CEP350		22	20	0	0	2	0.909	0.0	0.091	38.7835	51.5538	9.9238	MANE_strongly_inflated
ENST00000402198.7	SETD5		22	18	0	0	4	0.818	0.0	0.182	38.1508	51.5519	10.7932	MANE_strongly_inflated
ENST00000325212.11	CEP295		22	21	0	0	1	0.955	0.0	0.045	38.1165	51.5524	10.7754	MANE_strongly_inflated
ENST00000515393.6	MCTP1		22	22	0	0	0	1.0	0.0	0.0	37.425	51.5521	10.7055	MANE_strongly_inflated
ENST00000300954.10	PCSK4		22	22	0	0	0	1.0	0.0	0.0	37.3539	51.5831	10.8059	MANE_strongly_inflated
ENST00000552810.6	CEP290		22	22	0	0	0	1.0	0.0	0.0	37.2816	51.5922	10.7861	MANE_strongly_inflated
ENST00000593993.7	IL12RB1		22	21	0	0	1	0.955	0.0	0.045	36.3848	51.5835	10.8587	MANE_strongly_inflated
ENST00000648844.2	AHCTF1		22	20	0	0	2	0.909	0.0	0.091	36.1675	51.5528	0.4174	MANE_strongly_inflated
ENST00000324001.8	PRX		22	22	0	0	0	1.0	0.0	0.0	35.2424	51.5883	1.4394	MANE_strongly_inflated
ENST00000338167.10	APLP2		22	22	0	0	0	1.0	0.0	0.0	34.8333	51.5864	10.7683	MANE_strongly_inflated
ENST00000427926.6	CLTCL1		22	20	0	0	2	0.909	0.0	0.091	34.3413	51.5889	10.7915	MANE_strongly_inflated
ENST00000303635.12	CAMTA1		22	19	0	0	3	0.864	0.0	0.136	34.2031	51.5525	10.7129	MANE_strongly_inflated
ENST00000403625.7	MAST4		22	20	0	0	2	0.909	0.0	0.091	34.0429	51.5533	10.8388	MANE_strongly_inflated
ENST00000623213.2	DOCK1		22	20	0	0	2	0.909	0.0	0.091	33.9507	51.5899	10.8051	MANE_strongly_inflated
ENST00000394419.9	ACTN1		22	20	0	0	2	0.909	0.0	0.091	33.7801	51.5864	10.7881	MANE_strongly_inflated
ENST00000342740.6	CARMIL3		22	20	0	0	2	0.909	0.0	0.091	33.4203	51.5879	10.7849	MANE_strongly_inflated
ENST00000451604.7	SOX5		22	22	0	0	0	1.0	0.0	0.0	33.395	51.5901	1.5416	MANE_strongly_inflated
ENST00000262101.10	MSR1		22	22	0	0	0	1.0	0.0	0.0	33.1343	50.7654	1.7086	MANE_strongly_inflated
ENST00000376350.8	PTPRH		22	22	0	0	0	1.0	0.0	0.0	32.5705	51.5868	12.4705	MANE_strongly_inflated
ENST00000357033.9	DMD		22	20	0	0	2	0.909	0.0	0.091	32.1335	51.5919	10.7108	MANE_strongly_inflated
ENST00000450824.7	CEP131		22	22	0	0	0	1.0	0.0	0.0	31.9173	51.5862	10.7843	MANE_strongly_inflated
ENST00000358595.10	ARNT		22	20	0	0	2	0.909	0.0	0.091	31.8741	51.588	10.7875	MANE_strongly_inflated
ENST00000601144.6	ZSCAN18		22	22	0	0	0	1.0	0.0	0.0	31.7186	51.5828	1.6067	MANE_strongly_inflated
ENST00000340096.11	OFD1		22	22	0	0	0	1.0	0.0	0.0	31.5176	51.5862	10.8163	MANE_strongly_inflated
ENST00000264555.10	PHRF1		22	20	0	0	2	0.909	0.0	0.091	31.4579	51.5509	21.5662	MANE_strongly_inflated
ENST00000614479.5	GOLGB1		22	22	0	0	0	1.0	0.0	0.0	31.3566	51.5915	10.7873	MANE_strongly_inflated
ENST00000505019.6	ZGRF1		22	22	0	0	0	1.0	0.0	0.0	31.3066	51.5709	10.8004	MANE_strongly_inflated
ENST00000506757.7	SLC4A9		22	21	0	0	1	0.955	0.0	0.045	31.0326	51.5854	10.7903	MANE_strongly_inflated
ENST00000366574.7	RYR2		22	22	0	0	0	1.0	0.0	0.0	30.7792	51.5922	10.7842	MANE_strongly_inflated
ENST00000392045.8	SP140		22	20	0	0	2	0.909	0.0	0.091	30.6768	51.8635	19.4089	MANE_strongly_inflated
ENST00000397081.8	RAPGEF4		22	18	0	0	4	0.818	0.0	0.182	30.5265	51.5875	10.8867	MANE_strongly_inflated
ENST00000393217.7	LRRIQ1		22	21	0	0	1	0.955	0.0	0.045	30.3978	51.5889	10.8178	MANE_strongly_inflated
ENST00000281701.11	NVL		22	21	0	0	1	0.955	0.0	0.045	30.2237	51.5842	10.8576	MANE_strongly_inflated
ENST00000395314.8	KTN1		22	22	0	0	0	1.0	0.0	0.0	30.1842	51.5881	10.7613	MANE_strongly_inflated
ENST00000380516.7	SLTM		22	20	0	0	2	0.909	0.0	0.091	30.1586	51.57	10.7969	MANE_strongly_inflated
ENST00000325083.13	PCM1		22	20	0	0	2	0.909	0.0	0.091	30.1018	51.5719	10.7657	MANE_strongly_inflated
ENST00000637617.2	PXN		22	20	0	0	2	0.909	0.0	0.091	30.0604	51.5506	10.6083	MANE_strongly_inflated
ENST00000343002.7	HEPH		22	22	0	0	0	1.0	0.0	0.0	30.025	51.5877	5.6226	MANE_strongly_inflated
ENST00000683357.1	RAPGEF1		22	22	0	0	0	1.0	0.0	0.0	29.9909	51.5518	10.7906	MANE_strongly_inflated
ENST00000560891.6	DMXL2		22	18	0	0	4	0.818	0.0	0.182	29.6788	51.5725	10.7337	MANE_strongly_inflated
ENST00000268989.8	SGSM2		22	22	0	0	0	1.0	0.0	0.0	29.6131	51.5883	10.7994	MANE_strongly_inflated
ENST00000373672.8	COL16A1		22	22	0	0	0	1.0	0.0	0.0	29.6107	51.5889	10.8159	MANE_strongly_inflated
ENST00000517894.6	ADGRB1		22	20	0	0	2	0.909	0.0	0.091	29.5552	51.5893	10.8437	MANE_strongly_inflated
ENST00000620364.5	COL19A1		22	20	0	0	2	0.909	0.0	0.091	29.3637	51.5907	0.8901	MANE_strongly_inflated
ENST00000511685.6	TENM3		22	22	0	0	0	1.0	0.0	0.0	29.0804	51.5533	10.786	MANE_strongly_inflated
ENST00000366542.6	CEP170		22	22	0	0	0	1.0	0.0	0.0	28.9438	51.552	10.7812	MANE_strongly_inflated
ENST00000400463.8	KIF17		22	18	0	0	4	0.818	0.0	0.182	28.8715	51.5489	10.786	MANE_strongly_inflated
ENST00000446597.6	C2CD5		22	22	0	0	0	1.0	0.0	0.0	28.8462	51.5879	10.8087	MANE_strongly_inflated
ENST00000338074.7	EPB41L1		22	22	0	0	0	1.0	0.0	0.0	28.5723	51.5515	10.7057	MANE_strongly_inflated
ENST00000695418.1	LILRB4		22	18	0	0	4	0.818	0.0	0.182	28.5449	51.5802	38.3191	MANE_strongly_inflated
ENST00000456372.4	TBATA		22	18	0	0	4	0.818	0.0	0.182	28.5269	52.2225	10.7707	MANE_strongly_inflated
ENST00000393346.8	PICALM		22	18	0	0	4	0.818	0.0	0.182	28.2914	51.5872	10.7844	MANE_strongly_inflated
ENST00000554922.6	EML5		22	18	0	0	4	0.818	0.0	0.182	28.2373	51.5542	10.7828	MANE_strongly_inflated
ENST00000338382.11	FOCAD		22	22	0	0	0	1.0	0.0	0.0	27.8315	51.5892	10.7789	MANE_strongly_inflated
ENST00000683961.1	IL16		22	19	0	0	3	0.864	0.0	0.136	27.7075	51.657	0.2653	MANE_strongly_inflated
ENST00000356575.9	MEGF6		22	22	0	0	0	1.0	0.0	0.0	27.6114	51.5714	10.7622	MANE_strongly_inflated
ENST00000619866.5	PIK3R6		22	18	0	0	4	0.818	0.0	0.182	27.4933	51.5847	10.7927	MANE_strongly_inflated
ENST00000007510.9	ARHGAP33		22	22	0	0	0	1.0	0.0	0.0	27.4501	51.5876	10.7923	MANE_strongly_inflated
ENST00000272203.8	PLEKHA6		22	20	0	0	2	0.909	0.0	0.091	27.2941	51.5521	10.7196	MANE_strongly_inflated
ENST00000389758.4	MROH2A		22	18	0	0	4	0.818	0.0	0.182	27.136	51.5888	10.7816	MANE_strongly_inflated
ENST00000424526.7	GREB1L		22	22	0	0	0	1.0	0.0	0.0	27.0335	51.5529	10.7949	MANE_strongly_inflated
ENST00000426216.6	ATP9B		22	20	0	0	2	0.909	0.0	0.091	27.0041	51.5876	10.838	MANE_strongly_inflated
ENST00000255324.10	RNF17		22	20	0	0	2	0.909	0.0	0.091	26.9207	51.5885	10.7846	MANE_strongly_inflated
ENST00000498729.9	KIF1A		22	20	0	0	2	0.909	0.0	0.091	26.7754	51.5721	10.7856	MANE_strongly_inflated
ENST00000530997.7	NIN		22	22	0	0	0	1.0	0.0	0.0	26.76	51.5532	10.6764	MANE_strongly_inflated
ENST00000642920.2	MYO3A		22	19	0	0	3	0.864	0.0	0.136	26.6582	51.589	10.9166	MANE_strongly_inflated
ENST00000635253.2	DOCK7		22	20	0	0	2	0.909	0.0	0.091	26.4237	51.5901	10.7863	MANE_strongly_inflated
ENST00000434457.7	DENND4C		22	19	0	0	3	0.864	0.0	0.136	26.2241	51.5573	10.7833	MANE_strongly_inflated
ENST00000680220.1	RALGAPA1		22	20	0	0	2	0.909	0.0	0.091	26.2152	51.5722	10.8169	MANE_strongly_inflated
ENST00000282041.11	EPG5		22	22	0	0	0	1.0	0.0	0.0	26.1814	51.5537	10.7871	MANE_strongly_inflated
ENST00000424296.7	AK9		22	20	0	0	2	0.909	0.0	0.091	26.1455	51.5896	10.9804	MANE_strongly_inflated
ENST00000698260.1	DNAH3		22	21	0	0	1	0.955	0.0	0.045	25.9771	51.5729	10.7167	MANE_strongly_inflated
ENST00000646102.2	ARHGEF7		22	20	0	0	2	0.909	0.0	0.091	25.8368	51.57	10.5491	MANE_strongly_inflated
ENST00000640769.2	RTTN		22	22	0	0	0	1.0	0.0	0.0	25.5345	51.4586	10.8579	MANE_strongly_inflated
ENST00000354981.7	KIF16B		22	22	0	0	0	1.0	0.0	0.0	25.4916	51.5887	10.7975	MANE_strongly_inflated
ENST00000698851.1	PCDH11Y		22	18	0	0	4	0.818	0.0	0.182	25.4773	49.1977	1.6332	MANE_strongly_inflated
ENST00000683438.2	ANKS1B		22	22	0	0	0	1.0	0.0	0.0	25.4736	51.5515	10.5948	MANE_strongly_inflated
ENST00000464233.6	ROBO1		22	22	0	0	0	1.0	0.0	0.0	25.2853	51.5524	10.7836	MANE_strongly_inflated
ENST00000643581.2	SAP130		22	22	0	0	0	1.0	0.0	0.0	25.0472	51.5872	7.6218	MANE_strongly_inflated
ENST00000264917.10	PDE8B		22	18	0	0	4	0.818	0.0	0.182	25.0135	51.5879	10.735	MANE_strongly_inflated
ENST00000675855.1	PEX5		22	18	0	0	4	0.818	0.0	0.182	25.004	51.5853	0.0008	MANE_strongly_inflated
ENST00000304743.7	PCNX1		22	22	0	0	0	1.0	0.0	0.0	24.9678	51.5537	10.7985	MANE_strongly_inflated
ENST00000220616.9	TG		22	22	0	0	0	1.0	0.0	0.0	24.9047	51.5906	10.7614	MANE_strongly_inflated
ENST00000376104.7	DLG2		22	22	0	0	0	1.0	0.0	0.0	24.89	51.5524	10.7755	MANE_strongly_inflated
ENST00000257626.12	GSAP		22	22	0	0	0	1.0	0.0	0.0	24.8865	51.5852	10.8187	MANE_strongly_inflated
ENST00000310441.12	HCFC1		22	22	0	0	0	1.0	0.0	0.0	24.7719	51.5528	10.7822	MANE_strongly_inflated
ENST00000200181.8	ITGB4		22	22	0	0	0	1.0	0.0	0.0	24.7625	51.5892	10.5827	MANE_strongly_inflated
ENST00000511664.6	CAMK2D		22	20	0	0	2	0.909	0.0	0.091	24.7012	51.5511	10.7165	MANE_strongly_inflated
ENST00000450053.8	NBEAL2		22	18	0	0	4	0.818	0.0	0.182	24.6886	51.5908	10.7425	MANE_strongly_inflated
ENST00000313654.14	LAMA3		22	22	0	0	0	1.0	0.0	0.0	24.6602	51.5935	10.764	MANE_strongly_inflated
ENST00000367618.8	AXDND1		22	20	0	0	2	0.909	0.0	0.091	24.3664	51.5857	10.8026	MANE_strongly_inflated
ENST00000379907.9	ADAM32		22	19	0	0	3	0.864	0.0	0.136	24.1392	51.5827	21.5837	MANE_strongly_inflated
ENST00000679126.1	KIF23		22	21	0	0	1	0.955	0.0	0.045	23.8281	51.5863	10.754	MANE_strongly_inflated
ENST00000040877.2	TARBP1		22	21	0	0	1	0.955	0.0	0.045	23.8213	51.5887	10.6678	MANE_strongly_inflated
ENST00000696270.1	TNRC6C		22	20	0	0	2	0.909	0.0	0.091	23.8169	51.5938	10.7902	MANE_strongly_inflated
ENST00000263094.11	ABCA7		22	22	0	0	0	1.0	0.0	0.0	23.804	51.5899	10.804	MANE_strongly_inflated
