database	cell_type	n_markers	n_markers_in_uf	n_markers_affected	frac_affected	affected_markers
CellMarker2	Regulatory B cell	4	4	4	1.0	CD19;CD24;CD27;CD38
CellMarker2	Resident memory CD8+ T cell	4	4	4	1.0	CD69;GPR15;IL7R;ITGAE
CellMarker2	Responder T cell	4	4	4	1.0	CD101;CD4;CNGB1;IL2RA
CellMarker2	Scar‐associated macrophage (SAM)	4	4	4	1.0	CAPG;CD9;GPNMB;TREM2
CellMarker2	Skeletal muscle cell	4	4	4	1.0	MYBPH;MYL1;TNNC2;TNNI1
CellMarker2	Somatic stem cell	4	4	4	1.0	LGR5;NCAM1;PROM1;TACSTD2
CellMarker2	Stem-cell-derived-endothelial cell	4	4	4	1.0	FEV;LMX1A;SLC18A1;TPH1
CellMarker2	Subplate cell	4	4	4	1.0	CRYM;HS3ST4;NR4A2;WNT7B
CellMarker2	Switched memory B cell(Sw MB)	4	4	4	1.0	CD19;CD27;CD38;PTPRC
CellMarker2	T cell & Natural killer cell	5	4	4	1.0	CD2;CD3E;GZMA;KLRB1
CellMarker2	T peripheral helper(Tph) cell	4	4	4	1.0	CCR2;CD4;CXCR3;PDCD1
CellMarker2	Tendon cell	4	4	4	1.0	COL1A1;DCN;SCX;TNMD
CellMarker2	Terminal differentiated B cell	4	4	4	1.0	CD19;CD27;CD38;MME
CellMarker2	Terminal effector CD8+ T cell	4	4	4	1.0	GZMA;GZMB;NKG7;PRF1
CellMarker2	Theca interna cell	4	4	4	1.0	CYP17A1;FBLN5;OGN;RAMP2
CellMarker2	Tissue migratory CD4+ T  cell (TMC)	4	4	4	1.0	CREM;LRRK2;SELENOK;YPEL5
CellMarker2	Tissue resident cell	4	4	4	1.0	CD69;CXCR3;CXCR6;ITGAE
CellMarker2	Transit-amplifying cell	4	4	4	1.0	CCNA2;MCM5;PCNA;TOP2A
CellMarker2	Transitional dendritic cell	4	4	4	1.0	CD33;CD5;CX3CR1;THBD
CellMarker2	Trophoblast stem cell	4	4	4	1.0	CDH1;GATA3;HAND1;TACSTD2
CellMarker2	Tubular cell	4	4	4	1.0	ATP1A1;LRP2;SLC22A6;SPP1
CellMarker2	Vasculature cell	4	4	4	1.0	PECAM1;PLVAP;SLC14A1;TIMP3
CellMarker2	Ventral medial ganglionic eminence precursor cell	4	4	4	1.0	LHX8;ZIC1;ZIC2;ZIC4
CellMarker2	Yolk sac-derived myeloid-biased progenitor cell(YSMP)	4	4	4	1.0	CD34;CD44;MYB;PTPRC
CellMarker2	Young neuron	4	4	4	1.0	DCX;NCAM1;STMN1;SYP
CellMarker2	Zona fasciculata cell	4	4	4	1.0	CYP11A1;CYP11B1;CYP17A1;STAR
PanglaoDB	Airway epithelial cells	4	4	4	1.0	ADH7;AQP1;CDH1;SEC14L3
PanglaoDB	Airway smooth muscle cells	4	4	4	1.0	ACTA2;FOXF1;GATA5;NOG
PanglaoDB	T cells naive	4	4	4	1.0	CCR7;CD3D;CD4;SELL
CellMarker2	Abnormal plasma cell	3	3	3	1.0	CD38;NCAM1;SDC1
CellMarker2	Activated macrophage	3	3	3	1.0	CD68;MRC1;PTPRC
CellMarker2	Activated memory T cell	3	3	3	1.0	CD69;GZMB;IL2RA
CellMarker2	Activated regulatory T cell	3	3	3	1.0	CCR4;CD4;IL2RA
CellMarker2	Aerocyte	3	3	3	1.0	EDNRB;HPGD;SOSTDC1
CellMarker2	Alveolar epithelial cell Type 1	3	3	3	1.0	AGER;CAV1;PDPN
CellMarker2	Alveolar pneumocyte Type I	3	3	3	1.0	CAV1;CAV2;CLIC5
CellMarker2	Alveolar pneumocyte Type II	4	3	3	1.0	PGC;SFTPC;WIF1
CellMarker2	Amniotic fluid stem cell	3	3	3	1.0	CD44;NT5E;THY1
CellMarker2	Anterior cell	3	3	3	1.0	DLX5;PAX6;SIX1
CellMarker2	Anti-tumor immune cell	3	3	3	1.0	GZMB;GZMH;PRF1
CellMarker2	Antigen presentation cancer-associated fibroblast	4	3	3	1.0	CAV1;CD74;CLU
CellMarker2	Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)	3	3	3	1.0	CD2;CD33;CD5
CellMarker2	Basal keratinocyte	3	3	3	1.0	CXCL14;KRT14;KRT5
CellMarker2	Basal-like cell	3	3	3	1.0	KRT14;KRT5;S100A2
CellMarker2	CD14+ macrophage	3	3	3	1.0	CD14;CD209;FCGR1A
CellMarker2	CD16 monocyte	3	3	3	1.0	FCGR3A;FCN1;LYZ
CellMarker2	CD25+LAG3+ T cell	3	3	3	1.0	CD4;IL2RA;LAG3
CellMarker2	CD34+ granulocytic progenitor cell	3	3	3	1.0	ELANE;PRSS57;PRTN3
CellMarker2	CD34+ hematopoietic stem cell	3	3	3	1.0	AVP;PRDX1;SPINK2
CellMarker2	CD34+ progenitor cell	3	3	3	1.0	CD34;HOXA9;PROM1
CellMarker2	CD4+CD25+ regulatory T cell	3	3	3	1.0	CD4;IL2RA;PTPRC
CellMarker2	CD8+ intraepithelial cell	3	3	3	1.0	CD160;KLRC2;KLRC3
CellMarker2	Cancer associated fibroblast(CAF)	3	3	3	1.0	ACTA2;DCN;FAP
CellMarker2	Capsular fibroblast(Fb2)	3	3	3	1.0	FBN1;PI16;SEMA3D
CellMarker2	Cardiac cell	3	3	3	1.0	MYBPC3;NPPA;TNNT2
CellMarker2	Caudal cortex cell	3	3	3	1.0	LPL;NEFL;NPY
CellMarker2	Central memory T helper 1 cell	3	3	3	1.0	CCR7;CD4;TBX21
CellMarker2	Chandelier cell	3	3	3	1.0	COL15A1;NOG;UNC5B
CellMarker2	Chronically activated CD4+ T cell	3	3	3	1.0	CD38;CD4;PTPRC
CellMarker2	Chronically activated CD8+ T cell	3	3	3	1.0	CD38;CD8A;PTPRC
CellMarker2	Circulating angiogenic cell	3	3	3	1.0	CD34;KDR;PROM1
CellMarker2	Circulating natural killer cell	3	3	3	1.0	CX3CR1;FCGR3A;TBX21
CellMarker2	Circulating precursor cell	3	3	3	1.0	CD34;PROM1;PTPRC
CellMarker2	Circulating tumor cell	3	3	3	1.0	CEACAM5;MAGEA3;MCAM
CellMarker2	Class switched memory B IgGκ cell	3	3	3	1.0	CD19;CD27;MS4A1
CellMarker2	Class switched plasmablast	3	3	3	1.0	CD19;CD27;CD38
CellMarker2	Classical B cell	3	3	3	1.0	CD24;CD38;FCER2
CellMarker2	Coloncyte	3	3	3	1.0	CA1;CEACAM1;GUCA2A
CellMarker2	Conventional CD4 T cell	3	3	3	1.0	CD3D;CD3E;CD3G
CellMarker2	Conventional dendritic cell 2-B (cDC2-B)	3	3	3	1.0	CD163;CD33;CD36
CellMarker2	Corneal epithelial cell	3	3	3	1.0	KRT12;KRT14;TGFBI
CellMarker2	Corneocyte-like cell	3	3	3	1.0	FXYD3;IL1RN;LYPD2
CellMarker2	Cortical somatostatin (SST) interneuron	3	3	3	1.0	CORT;NPY;SST
CellMarker2	Crypt cell	3	3	3	1.0	LGR5;OLFM4;TNFRSF19
CellMarker2	Cycling B cell	3	3	3	1.0	HMGB2;MKI67;STMN1
CellMarker2	Cycling epithelial cell	3	3	3	1.0	EEF2;MKI67;TUBA1B
CellMarker2	Cycling transient-amplifying cell	3	3	3	1.0	MKI67;PCNA;TUBA1B
CellMarker2	Cytotoxic CD4+ T2 cell	3	3	3	1.0	GZMB;NKG7;PRF1
CellMarker2	Cytotoxic T cell 2	3	3	3	1.0	GNLY;GZMH;PRF1
CellMarker2	D1-MSN(medium spiny neuron)	3	3	3	1.0	EBF1;ISL1;TAC1
CellMarker2	D2-MSN(medium spiny neuron)	4	3	3	1.0	GRIK3;SIX3;SP9
CellMarker2	Damage-associated transient progenitor cell	3	3	3	1.0	CDKN1A;CLDN4;KRT8
CellMarker2	Dark zone cell	3	3	3	1.0	AICDA;CXCR4;FOXP1
CellMarker2	Demyelinating microglial cell	3	3	3	1.0	CD68;PLP1;TMEM119
CellMarker2	Dental pulp cell	3	3	3	1.0	ALCAM;NT5E;THY1
CellMarker2	Diffuse gastric cancer cell	3	3	3	1.0	COL1A1;COL1A2;S100A4
CellMarker2	Distal cell	3	3	3	1.0	HMGB3;MND1;TACC3
CellMarker2	Distal stem cell	3	3	3	1.0	LEFTY1;PTGDR;SMOC2
CellMarker2	Dividing plasma B cell	3	3	3	1.0	CD38;MKI67;MZB1
CellMarker2	Dorsal anterior hindbrain cell	3	3	3	1.0	MSX1;PAX3;PAX7
CellMarker2	Dorsal lateral ganglionic eminence precursor cell	3	3	3	1.0	ETV1;NRG1;PAX6
CellMarker2	Dorsal medial ganglionic eminence precursor cell	3	3	3	1.0	NR2F1;ZFHX3;ZNF503
CellMarker2	Double-positive T cell	3	3	3	1.0	CD4;CD8A;PTPRC
CellMarker2	Double-positive Treg cell	3	3	3	1.0	BATF;FOXP3;ID3
CellMarker2	EMT-like cell	3	3	3	1.0	CDH2;SNAI2;ZEB1
CellMarker2	Early T cell progenitor (ETP)	3	3	3	1.0	CD34;CD7;LYL1
CellMarker2	Early hemangioblast	3	3	3	1.0	ETV2;FOXC2;SIX1
CellMarker2	Effector natural killer cell	3	3	3	1.0	CD2;CD8B;NKG7
CellMarker2	Embryonic cell	3	3	3	1.0	FOXA2;ISL1;PDX1
CellMarker2	Endocrine progenitor cell	3	3	3	1.0	CXCR4;DDR1;DNER
CellMarker2	Endoderm progenitor cell	3	3	3	1.0	CD34;PECAM1;PROM1
CellMarker2	Endodermal cell	3	3	3	1.0	FOXA2;PAF1;SOX17
CellMarker2	Endometrial stromal cell	3	3	3	1.0	PLN;RGS5;SUSD2
CellMarker2	Enteric neuron	3	3	3	1.0	ELAVL4;NFASC;PENK
CellMarker2	Ependymal cell	3	3	3	1.0	AQP4;CFAP299;FOXJ1
CellMarker2	Epithelioid macrophage	3	3	3	1.0	CD163;CD274;CD33
CellMarker2	Esophageal cell	3	3	3	1.0	KRT13;KRT14;KRT4
CellMarker2	Esophageal progenitor cell	3	3	3	1.0	COL17A1;KRT15;RPE65
CellMarker2	Extratelencephalic(ET) cell	3	3	3	1.0	ANKRD34B;LRATD2;POU3F1
CellMarker2	FOXP3+ natural regulatory T (Treg) cell	3	3	3	1.0	CD4;CD6;IL2RA
CellMarker2	Fetal myoblast	3	3	3	1.0	CD82;NFIX;PAX3
CellMarker2	Fibrochondrocyte	3	3	3	1.0	COL1A1;COL3A1;COL6A1
CellMarker2	Follicular dendritic cell	3	3	3	1.0	CR1;CR2;FCER2
CellMarker2	Follicular regulatory T(Tfr) cell	3	3	3	1.0	CTLA4;CXCR5;IL1R2
CellMarker2	GABAergic neuron	3	3	3	1.0	GAD1;GAD2;SLC32A1
CellMarker2	Gonadotrope	3	3	3	1.0	FSHB;GNRHR;LHB
CellMarker2	GrB+ Regulatory B cell	3	3	3	1.0	BSG;CD19;CD38
CellMarker2	Granulocytic myeloid-derived suppressor cell(G-MDSC)	3	3	3	1.0	CD33;CD80;FUT4
CellMarker2	Granulocytic-UNK	3	3	3	1.0	LYZ;MPO;RETN
CellMarker2	Haematopoietic cell	3	3	3	1.0	CD14;CD9;PTPRC
CellMarker2	Highly differentiated effector CD8 + T cell	3	3	3	1.0	B3GAT1;CD244;KLRG1
CellMarker2	Horizontal cell	3	3	3	1.0	LHX1;ONECUT1;ONECUT2
CellMarker2	Human pluripotent stem cell (hPSC)	3	3	3	1.0	NANOG;POU5F1;SOX2
CellMarker2	Human-induced pluripotent stem cell (iPSC)	3	3	3	1.0	KLF4;NANOG;POU5F1
CellMarker2	IgG memory B cell	3	3	3	1.0	CD19;CD27;MS4A1
CellMarker2	IgM only B cell	3	3	3	1.0	CD19;CD27;MS4A1
CellMarker2	Immature transitional B cell	3	3	3	1.0	CD19;CD24;CD38
CellMarker2	Inflammatory monocyte	3	3	3	1.0	CCR2;CD14;FCGR3A
CellMarker2	Inner cell mass cell	3	3	3	1.0	CUBN;GDF3;IGF1
CellMarker2	Interferon responsive secretory cell	3	3	3	1.0	IFI6;IFITM3;MX1
CellMarker2	Intestinal epithelial stem cell	3	3	3	1.0	CD24;CD44;PHLDA1
CellMarker2	Intraepithelial lymphocyte cell	3	3	3	1.0	ITGAE;KIR3DL1;KIR3DL2
CellMarker2	Intrathymic fibroblast(Fb1)	3	3	3	1.0	ALDH1A2;COLEC11;GDF10
CellMarker2	Ionocyte	3	3	3	1.0	ASCL3;CFTR;FOXI1
CellMarker2	Iris puttative stem cell	3	3	3	1.0	LHX2;RAX;ZIC2
CellMarker2	Lake et al.Science.Ex7	3	3	3	1.0	CHST8;PRRX1;SNTG2
CellMarker2	Liver progenitor cell	3	3	3	1.0	CD24;KRT19;NOTCH3
CellMarker2	Loop of Henle cell	3	3	3	1.0	CLDN16;SLC12A1;UMOD
CellMarker2	Loop progenitor cell	3	3	3	1.0	HMGB2;TOP2A;UBE2C
CellMarker2	Lymphatic cell	3	3	3	1.0	CCL21;LYVE1;PECAM1
CellMarker2	Lymphoid progenitor cell	3	3	3	1.0	CD7;IL7R;SELL
CellMarker2	Macroglial cell	3	3	3	1.0	COL4A3;FOS;FTL
CellMarker2	Marginal zone(MZ)-like B cell	3	3	3	1.0	CD19;CD27;MS4A1
CellMarker2	Mature Astrocyte	3	3	3	1.0	AGT;AQP4;GFAP
CellMarker2	Mature astrocyte	3	3	3	1.0	SPARCL1;TNC;TOP2A
CellMarker2	Mature neuronal	3	3	3	1.0	MAP2;MAPT;TUBB3
CellMarker2	Memory CD27- B cell	3	3	3	1.0	CD19;CD27;MME
CellMarker2	Memory CD4 T cell	3	3	3	1.0	CCR7;CD28;SELL
CellMarker2	Mesodermal embryonic stem cell	3	3	3	1.0	CD34;CDH2;PECAM1
CellMarker2	Mesodermal progenitor cell	3	3	3	1.0	CSPG4;MCAM;NES
CellMarker2	Metaplastic-stem cell	3	3	3	1.0	CLDN3;OLFM4;REG1A
CellMarker2	Microglia-derived tumor-associated macrophage(Mg-TAM)	3	3	3	1.0	APOC2;SCIN;TMIGD3
CellMarker2	Midbrain dopaminergic neuron	3	3	3	1.0	FOXA2;LMX1A;TH
CellMarker2	Mono-macrophage	3	3	3	1.0	C1QA;CSF1R;FCGR3A
CellMarker2	Monocyte lineage	3	3	3	1.0	CD14;CD19;NCAM1
CellMarker2	Monocyte-derived myeloid cell	3	3	3	1.0	CD209;CLEC12A;CLEC4E
CellMarker2	Mueller glia cell	3	3	3	1.0	CRABP1;DKK3;SLC1A3
CellMarker2	Myeloid-derived cell	3	3	3	1.0	CD68;CSF3R;LYZ
CellMarker2	Myo-epithelial cell	3	3	3	1.0	KRT14;KRT17;KRT5
CellMarker2	Myogenic progenitor cell	3	3	3	1.0	ISL1;MYOD1;PDGFRA
CellMarker2	Naive B Cell	3	3	3	1.0	CD27;CD38;CD79A
CellMarker2	Naive progenitor cell	3	3	3	1.0	CD33;CD44;ITGB2
CellMarker2	Naive regulatory T (Treg) cell	3	3	3	1.0	CD4;IL2RA;IL7R
CellMarker2	Negative mesenchymal stem cell	3	3	3	1.0	CD19;CD34;PTPRC
CellMarker2	Neural crest-like cell	3	3	3	1.0	MLANA;S100B;SOX10
CellMarker2	Neuronal intermediate progenitor cell	3	3	3	1.0	EOMES;NEUROG1;PPP1R17
CellMarker2	Non-recirculating tissue-resident memory T cell	3	3	3	1.0	ITGA1;ITGAE;PDCD1
CellMarker2	Notochord cell	3	3	3	1.0	KRT8;SALL3;TBXT
CellMarker2	Nucleated cell	3	3	3	1.0	HLA-A;HLA-B;HLA-C
CellMarker2	Nucleus pulposus progenitor cell	3	3	3	1.0	IGF1;PDGFRA;PRRX1
CellMarker2	Ovarian stromal cell	3	3	3	1.0	DLK1;FOXL2;STAR
CellMarker2	Pan monocyte	3	3	3	1.0	CD14;CD68;LYZ
CellMarker2	Pan-B cell	3	3	3	1.0	CCR6;CD19;CXCR5
CellMarker2	Pan-cancer associated fibroblast	3	3	3	1.0	ACTA2;FN1;TAGLN
CellMarker2	Pan-macrophage	3	3	3	1.0	CD163;CD68;CD69
CellMarker2	Parietal cell	3	3	3	1.0	ATP4A;ATP4B;CBLIF
CellMarker2	Patelet	3	3	3	1.0	PF4;PPBP;TUBB1
CellMarker2	Pathogenic T peripheral helper cell	3	3	3	1.0	CD4;ICOS;PDCD1
CellMarker2	Periodontal ligament stem cell	3	3	3	1.0	CD34;PECAM1;PTPRC
CellMarker2	Peripheral blood mononuclear cell (PBMC)	3	3	3	1.0	CD19;CD33;CD4
CellMarker2	Peritubular myoid cell	3	3	3	1.0	ACTA2;AEBP1;PTCH1
CellMarker2	Perivascular-like cell	3	3	3	1.0	ACTA2;MCAM;PDGFRB
CellMarker2	Phagocyte	3	3	3	1.0	NPHS2;PODXL;PTPRO
CellMarker2	Pituitary stem cell	3	3	3	1.0	LHX3;SOX2;SOX9
CellMarker2	Pituitary stem cell (PSC)	3	3	3	1.0	LGR4;RBPMS;SOX9
CellMarker2	Placental tissue cell	3	3	3	1.0	FLT1;LIMCH1;TAP1
CellMarker2	Plasmablast B cell	3	3	3	1.0	CD19;CD27;CD38
CellMarker2	Pluripotency cell	3	3	3	1.0	NANOG;POU5F1;SOX2
CellMarker2	Pluripotent cell	3	3	3	1.0	NANOG;POU5F1;SOX2
CellMarker2	Portal fibroblast	3	3	3	1.0	MSLN;UPK1B;UPK3B
CellMarker2	Posterior cell	3	3	3	1.0	GBX2;PAX8;SIX1
CellMarker2	Posterior presomitic mesoderm(pPSM) cell	3	3	3	1.0	MSGN1;RSPO3;TBX6
CellMarker2	Pre-dendritic cell	3	3	3	1.0	CD74;FCER1A;HLA-DPA1
CellMarker2	Precursor cell	3	3	3	1.0	CD34;ITGA4;TUBA1A
CellMarker2	Primordial germ cell (PGC)	3	3	3	1.0	NANOG;POU5F1;TFAP2C
CellMarker2	Pro-inflammatory macrophage	3	3	3	1.0	CD14;IL1B;MARCO
CellMarker2	Proliferative ductal cell	3	3	3	1.0	AURKA;CDK1;PLK1
CellMarker2	Prostate cell	3	3	3	1.0	AR;ERG;NKX3-1
CellMarker2	Proximal cell	3	3	3	1.0	CENPM;TK1;UBE2T
CellMarker2	Proximal segment cell	4	3	3	1.0	C1orf210;CCDC198;CFAP126
CellMarker2	Proximal stem cell	3	3	3	1.0	CASP1;GRIA4;PLA2G2A
CellMarker2	Proximal tubule cell	3	3	3	1.0	ACE2;ALDOB;GPX3
CellMarker2	Regulatory innate lymphoid cell	3	3	3	1.0	IL10;IL7R;KLRB1
CellMarker2	Renal tubular cell	3	3	3	1.0	ALCAM;CCL2;TFPI
CellMarker2	Respiratory horizontal basal cell	3	3	3	1.0	KRT5;SOX2;TP63
CellMarker2	Respiratory secretory cell	3	3	3	1.0	CYP4B1;MUC5AC;TFF3
CellMarker2	Resting memory B cell	3	3	3	1.0	CD19;CD27;CR2
CellMarker2	Resting naive B cell	3	3	3	1.0	CD19;CD24;CD38
CellMarker2	Resting regulatory T cell	3	3	3	1.0	FOXP3;IL2RA;LEF1
CellMarker2	Retina cell	3	3	3	1.0	PCDH9;SPP1;STAC2
CellMarker2	Revertant memory CD8+ T(TEMRA) cell	3	3	3	1.0	CD8A;CX3CR1;PTPRC
CellMarker2	Satellite cell	3	3	3	1.0	APOC1;APOE;PAX7
CellMarker2	Serous cell	3	3	3	1.0	AMY1A;LPO;STATH
CellMarker2	Side-population cell	3	3	3	1.0	CD24;CD44;ITGA6
CellMarker2	Skeletal muscle stem cell	3	3	3	1.0	CD34;NGFR;PAX7
CellMarker2	Smooth muscle-like cell	3	3	3	1.0	ACTA2;TAGLN;TPM2
CellMarker2	Somatotroph cell	3	3	3	1.0	GH2;GHRHR;POU1F1
CellMarker2	Stem-like CD8 T cell	3	3	3	1.0	CD8A;HNF1A;PDCD1
CellMarker2	Stem/progenitor cell	3	3	3	1.0	KRT15;KRT5;TP63
CellMarker2	Suppressor T cell	3	3	3	1.0	CD4;CD8A;SELL
CellMarker2	Suprabasal cell	3	3	3	1.0	KRT19;KRT5;NOTCH3
CellMarker2	Surface ectoderm cell	3	3	3	1.0	HAND1;TFAP2A;WNT6
CellMarker2	Synthetic smooth muscle cell	3	3	3	1.0	MGP;MYH10;TPM4
CellMarker2	T memory stem cell	3	3	3	1.0	CCR7;CD58;FAS
CellMarker2	T1 (Transitional) B cell	3	3	3	1.0	CD19;MME;PTPRC
CellMarker2	T2 (Transitional) B cell	3	3	3	1.0	CD19;MME;PTPRC
CellMarker2	T2-MZP Regulatory B cell	3	3	3	1.0	CR2;FCER2;PTPRC
CellMarker2	Terminally differentiated CD8+ cell	3	3	3	1.0	ENTPD1;HAVCR2;TOX
CellMarker2	Thymic epithelial cell	3	3	3	1.0	CCN2;ITGA6;ZBED2
CellMarker2	Tissue resident effector memory T cell	3	3	3	1.0	CD69;ITGA1;ITGAE
CellMarker2	Tissue resident memory CD8+ T cell	3	3	3	1.0	CD69;CD8A;CXCR5
CellMarker2	Tissue resident memory-like T cell	3	3	3	1.0	CD69;HNF1A;ITGAE
CellMarker2	Tissue-like memory B cell	3	3	3	1.0	CD27;CR2;FCRL4
CellMarker2	Tissue-resident macrophage	3	3	3	1.0	CD14;CD68;PTPRC
CellMarker2	Trabecular meshwork cell	3	3	3	1.0	CHI3L1;MGP;MYOC
CellMarker2	Transient-amplifying(TA) cell	3	3	3	1.0	CCL2;MYC;OLFM4
CellMarker2	Tumor endothelial cell	3	3	3	1.0	ACKR1;POSTN;SBSN
CellMarker2	Tumor epithelial cell	3	3	3	1.0	EPCAM;MDK;SOX4
CellMarker2	Tumor regulatory T cell	3	3	3	1.0	CCR8;FOXP3;RTKN2
CellMarker2	Tumor-associated microglia cell	3	3	3	1.0	AIF1;CX3CR1;PTPRC
CellMarker2	Tumor-infiltrating T cell	3	3	3	1.0	CD4;CD8A;FOXP3
CellMarker2	Tumor-infiltrating lymphocyte(TIL)	3	3	3	1.0	CD4;CD8A;FOXP3
CellMarker2	Unswitched memory B cell(UnSw MB)	3	3	3	1.0	CD19;CD27;MS4A1
CellMarker2	Unswitched plasmablast	3	3	3	1.0	CD19;CD27;CD38
CellMarker2	Vein cell	3	3	3	1.0	ACKR1;MMRN1;NR2F2
CellMarker2	Ventricular cell	3	3	3	1.0	HEY2;IRX4;MYL2
CellMarker2	Villous stromal cell	3	3	3	1.0	CCN1;CCN3;ECM1
CellMarker2	Zona glomerulosa cell	3	3	3	1.0	AGTR1;CYP11B2;DAB2
CellMarker2	Zygote	3	3	3	1.0	ACCSL;CLEC10A;H1-8
CellMarker2	glomerular Endothelial cell (ECg)	3	3	3	1.0	EMCN;PECAM1;PLVAP
CellMarker2	vasa recta Endothelial cell (ECvr)	3	3	3	1.0	CLDN5;FLT1;PECAM1
PanglaoDB	His bundle cells	3	3	3	1.0	GJA5;GJC1;KCNK3
PanglaoDB	Trophoblast progenitor cells	3	3	3	1.0	FOXO4;ISG20;TFAP2C
CellMarker2	A1 astrocyte	2	2	2	1.0	C3;CFB
CellMarker2	Activated CD25+ regulatory T cell	2	2	2	1.0	CD4;IL2RA
CellMarker2	Activated double-positive T cell	2	2	2	1.0	CD70;GNA15
CellMarker2	Activated effector memory CD8+ T cell	2	2	2	1.0	CD8A;CXCR5
CellMarker2	Activated endothelial cell	2	2	2	1.0	PECAM1;VCAM1
CellMarker2	Activated memory CD8+ T cell	2	2	2	1.0	CD69;CD8A
CellMarker2	Activated microglial cell	2	2	2	1.0	CD68;TMEM119
CellMarker2	Activated myofibroblast	2	2	2	1.0	MCAM;MFGE8
CellMarker2	Adipose progenitor cell	2	2	2	1.0	DLK1;ITGB1
CellMarker2	Adult neural stem cell	2	2	2	1.0	ATP1A2;GJA1
CellMarker2	Aged memory B cell	2	2	2	1.0	CD19;FCRL5
CellMarker2	Alveolar cell	2	2	2	1.0	AGER;CLDN18
CellMarker2	Alveolar type 2-like cell	2	2	2	1.0	MDK;SFTPB
CellMarker2	Angiogenic T cell	2	2	2	1.0	CXCR4;PECAM1
CellMarker2	Anterior presomitic mesoderm(aPSM) cell	2	2	2	1.0	FOXC2;MEST
CellMarker2	Antibody Secreting B cell	2	2	2	1.0	CD27;CD38
CellMarker2	Antrum gastric epithelial cell	2	2	2	1.0	GAST;PDX1
CellMarker2	Astrocyte progenitor cell	2	2	2	1.0	ETNPPL;WIF1
CellMarker2	B cell lineage	2	2	2	1.0	CD19;MS4A1
CellMarker2	Basal gland mucous cell	2	2	2	1.0	MUC6;TFF2
CellMarker2	Bladder epithelial cell	2	2	2	1.0	KRT17;KRT19
CellMarker2	Blast cell	2	2	2	1.0	ANPEP;CD34
CellMarker2	Brown adipocyte	2	2	2	1.0	FABP4;UCP1
CellMarker2	Bud tip progenitor cell	2	2	2	1.0	HMGA1;SFTPC
CellMarker2	CD14+ CD1c+ dendritic cell	2	2	2	1.0	CD14;CD209
CellMarker2	CD14+ endothelial progenitor cell	2	2	2	1.0	CD14;KDR
CellMarker2	CD14+ monocyte-derived macrophage	2	2	2	1.0	CD14;CD209
CellMarker2	CD14++CD16- monocyte	2	2	2	1.0	CD14;FCGR3A
CellMarker2	CD16+ dendritic cell (CD16+ DC)	2	2	2	1.0	CD86;FCGR3A
CellMarker2	CD25 LAG3+ T cell	2	2	2	1.0	CD4;LAG3
CellMarker2	CD27+ memory B cell	2	2	2	1.0	CD19;CD27
CellMarker2	CD34+ common lymphoid progenitor cell	2	2	2	1.0	DNTT;IGLL1
CellMarker2	CD34+ erythroid progenitor cell	2	2	2	1.0	APOC1;TMEM14C
CellMarker2	CD34+ megakaryocyte-erythroid progenitor cell	2	2	2	1.0	CYTL1;SERPINB1
CellMarker2	CD34+ pre-T cell	2	2	2	1.0	GNLY;NKG7
CellMarker2	CD4+ tumor antigen-specific T (Tas) cell	2	2	2	1.0	CD200;CXCL13
CellMarker2	CD4+ T helper 17 cell	2	2	2	1.0	CCR6;KLRB1
CellMarker2	CD8 tumour-infiltrating lymphocyte	2	2	2	1.0	PDCD1;TNFRSF9
CellMarker2	CD8+ T helper 17 cell	2	2	2	1.0	CCR6;KLRB1
CellMarker2	CD8+ tumor antigen-specific T (Tas) cell	2	2	2	1.0	CXCL13;ENTPD1
CellMarker2	Cancer-associated antigen-specific T cell	2	2	2	1.0	ENTPD1;PDCD1
CellMarker2	Cartilage progenitor Cell	2	2	2	1.0	BIRC5;CDK1
CellMarker2	Caudal ganglionic eminence cell	2	2	2	1.0	NR2F1;NR2F2
CellMarker2	Cholinergic neuron	2	2	2	1.0	CHAT;SLC18A3
CellMarker2	Choriocapillaris cell	2	2	2	1.0	CA4;PLVAP
CellMarker2	Choroid plexus cell	2	2	2	1.0	RSPO2;TTR
CellMarker2	Ciliated epithelial Cell	2	2	2	1.0	FOXJ1;KRT9
CellMarker2	Circulating activated B cell	2	2	2	1.0	CD19;PRSS3
CellMarker2	Class-switched memory B cell	2	2	2	1.0	CD19;CD27
CellMarker2	Classical dendritic cell a(cDCa)	2	2	2	1.0	AXL;ITGAX
CellMarker2	Classical dendritic cell b(cDCb)	2	2	2	1.0	CLEC10A;MRC1
CellMarker2	Classical glioblastoma cell	2	2	2	1.0	ACSBG1;KCNF1
CellMarker2	Classical plasma cell	2	2	2	1.0	CD38;SDC1
CellMarker2	Colonic stem cell	2	2	2	1.0	LGR5;PTK7
CellMarker2	Conventional CD8+ T cell	2	2	2	1.0	CD8A;PTPRC
CellMarker2	Conventional dendritic cell 2-A (cDC2-A)	2	2	2	1.0	CD33;CD5
CellMarker2	Corneal epithelial stem cell	2	2	2	1.0	KRT14;KRT3
CellMarker2	Cortical thymus epithelial cell	2	2	2	1.0	CDR2;PTPRC
CellMarker2	Corticotroph cell	2	2	2	1.0	NEUROD1;TBX19
CellMarker2	Cutaneous squamous cell carcinoma (cSCC)cell	2	2	2	1.0	CDKN2A;KRT6A
CellMarker2	Cycling cell	2	2	2	1.0	MKI67;TOP2A
