database	cell_type	n_markers	n_markers_in_uf	n_markers_affected	frac_affected	affected_markers
CellMarker2	AXL+SIGLEC6+ dendritic cell	82	81	81	1.0	ACP3;ADAM33;ALDH2;APEX1;ARHGAP18;ATF5;ATP2B4;AXL;BAIAP2;BHLHE40;BIN1;CCND3;CD22;CD300LB;CD300LG;CD5;CD72;CDH1;CDKN1A;CEP95;COQ7;CTSW;CX3CR1;CXCR2;DAB2;DPYSL2;ENTPD7;GGTA1;GNAQ;GPR146;HIP1;IRF4;KLF12;KLF4;LAX1;LGMN;LTK;MECR;MED12L;MGLL;MRPS6;MYH11;MYO1E;NDRG1;NIBAN1;OTULINL;PIM2;PLAAT3;PLAC8;PPP1R14A;PTGDS;RAD1;RBL1;RNASEL;RNF141;RUNX2;S100A10;SCN9A;SIGLEC1;SIGLEC6;SLC20A1;SLC35C2;SLC41A2;SLC4A3;SNRNP25;SOX4;SP4;STX18;SUCLA2;SUSD1;TBC1D9;THBD;TNFSF12;TNNI2;TSEN54;TXN;UPK3A;USF2;VASH1;ZEB1;ZNF789
CellMarker2	Effector CD8+ memory T (Tem) cell	84	80	80	1.0	ADAM8;ADGRG1;ADRB2;AGTPBP1;AHNAK;ARHGAP25;ARL4C;BIN2;C12orf75;C1orf21;CAPN2;CASP8;CD300A;CEP78;CX3CR1;DSTN;EFHD2;EMP3;FCGR3A;FCGR3B;FCRL6;FGFBP2;FGR;FLNA;FUT11;GAB3;GK5;GLUL;GNLY;GZMB;GZMH;ITGAM;KCNAB2;KLRD1;KLRF1;LGALS1;LILRB1;LITAF;LLGL2;LPCAT1;MBP;MTSS1;MYO1F;MYO1G;OSBPL5;PATL2;PIK3R5;PLEK;PLEKHG3;PRKCB;PRSS23;PXN;RAP1B;RAP1GAP2;RAP2B;RASSF1;RGS19;RNF166;S1PR5;SAMD3;SH3BP5;SLC2A1;SLCO4C1;SPON2;SRPK2;STK10;SYNE1;TAGLN2;TBX21;TGFBR3;TM4SF19;TPST2;TTC16;TTC38;USP28;VCL;VEZF1;WDR37;ZEB2;ZNF600
PanglaoDB	NK cells	80	79	79	1.0	ADAMTS14;AHR;CCL3;CCL4;CCL5;CD2;CD244;CD247;CD27;CD33;CD3G;CD69;CD7;CD8A;CHSY1;CLEC2D;CMA1;CSF2;CST7;CTSW;CXCR4;DOCK2;DOK2;DPP4;DUSP2;FCGR3A;FGFBP2;FHL2;GNLY;GZMA;GZMB;GZMH;GZMK;GZMM;HMBOX1;HOPX;HSD11B1;IFNG;IL18R1;IL2RB;IL2RG;IL32;ITGA2;ITGAM;ITGAX;KIR2DL1;KIR3DL1;KIT;KLRB1;KLRC1;KLRC2;KLRD1;KLRF1;KLRG1;KLRK1;LAIR2;LAT;LILRB1;NCR1;NCR3;NKG7;PCDH15;PRF1;S100A4;SAMD3;SEMA6D;SERPINB9;SH2D2A;SIGLEC7;SLAMF6;SLAMF7;SPON2;STYK1;TBX21;TGFB1;TXK;XCL1;XCL2;ZBTB16
PanglaoDB	Smooth muscle cells	82	79	79	1.0	ACKR3;ACTA2;ACTC1;ACTG2;ADAMDEC1;AKT2;ANGPT1;ANKRD1;AOC3;BGN;CNN1;CRABP1;DES;DMPK;EHD2;FABP4;FAS;FBLN5;FHL2;GJA4;GJC1;HEXIM1;HHIP;HSPB6;ITGA1;ITGA8;ITGA9;JPH2;KAT2B;KCNAB1;KCNMB1;KIF1C;LAMB2;LGR6;LMO7;LMOD1;LOX;MAP3K7CL;MFAP5;MSRB3;MUSTN1;MYH11;MYH6;MYL9;MYLK;MYLK4;NEXN;NF2;NOTCH3;NOX4;NRP2;OBSCN;OGN;OTUD1;PCP4L1;PDE4DIP;PDGFD;PLN;RASL12;RBPMS2;RGS5;RPRM;RRAD;SEC24D;SH3BGR;SLC38A11;SMOC1;SMTN;SNCG;SOD3;SPEG;SPON2;SSPN;TAGLN;TCF21;VASN;WFDC1;WWP2;ZBTB44
CellMarker2	Eosinophil	79	78	78	1.0	ABHD2;ACACB;ADGRE1;C3AR1;C5AR1;CAT;CCL11;CCL13;CCL5;CCR1;CCR3;CD101;CD14;CD24;CD244;CD33;CD44;CD48;CD52;CD53;CD68;CD69;CD81;CD9;CEACAM5;CEACAM8;CLC;CORO1A;CR1;CSF2RA;CSF3R;CXCR3;CYSLTR2;EPO;FCER2;FCGR1A;FCGR3A;FUT4;GALC;H1-2;HES1;HRH4;ICAM1;IL13;IL2RA;IL3RA;IL4;IL4R;IL5;IL5RA;IL6R;IL9R;KBTBD11;KCNH2;LAIR1;LYZ;MYO15B;PTGDR2;PTPRC;RCOR3;RETN;RNASE2;RNASE3;RRP12;S100A8;S100A9;SIAH1;SIGLEC8;SMPD3;SORL1;SPN;SYNJ1;TGIF1;THBS1;THBS4;TIPARP;TKTL1;TRMO
CellMarker2	FOXN4+ cell	81	77	77	1.0	ACTL6A;ACTN1;ADAM15;ALDOA;AMD1;ARL4C;BAMBI;BTG3;CARHSP1;CASP3;CCNO;CDC20B;CDK1;CDK2AP2;CDKN2A;CDT1;CENPM;CHCHD2;CHORDC1;DBF4;DGCR6;DHFR;DPY19L1;E2F7;E2F8;EIF2S2;ENO1;FOXJ1;FOXN4;GADD45B;GGH;GSKIP;HACD3;HELLS;HYLS1;INSIG1;ISYNA1;LAYN;LCK;LRRC26;LYZ;MAZ;MCIDAS;MYCL;NEK2;NETO2;NOP16;NSD2;OAT;PAQR4;PCSK6;PIGW;PLK4;POGLUT3;POLR2L;PPM1G;PRPS2;PSIP1;PSMC3;PTGES3;PTMA;RANBP1;RB1;RCC2;RTTN;SLFN11;SNRPG;STIL;TACC1;TAF11;TCF19;TM7SF3;TMEM106C;TYMS;UBE2T;USP13;YWHAH
CellMarker2	Homeostatic chondrocyte	79	76	76	1.0	ADM;ARID4A;ARL6IP1;ARRDC3;ATF3;BRD2;C6orf62;CCNL1;CDKN2AIP;CHMP1B;CKS2;CLK1;CSRNP1;DDIT3;DNAJB4;EIF4A3;FIBIN;GDF15;H2AX;HES1;HEXIM1;ID1;ID3;IER2;IER5;IFITM3;ING1;INTS6;ISM1;JUN;KLF10;KLF2;KMT2E;MASTL;MCL1;MT1E;MYLIP;NASP;NFKBIA;NR4A1;NR4A2;NUFIP2;NXF1;OSR2;PCF11;PER1;PLK2;PNRC1;PPP1R10;PPP1R15A;RASD1;RBBP6;RGS16;RGS2;RHOB;RSRC2;RSRP1;SGK1;SLC20A1;SLC40A1;SNAI1;TENT5C;TIMP1;TIPARP;TOB1;TRA2A;TRA2B;TSC22D2;TSPYL2;TXNIP;WSB1;WWP2;ZFP36;ZFP36L1;ZFP36L2;ZNF395
CellMarker2	M2 macrophage	76	76	76	1.0	ABL2;ADORA3;ANXA1;ARG1;AXL;C1QA;C1QB;C1QC;CCL13;CCL17;CCL18;CCL2;CCL22;CCL23;CCL3;CCL4;CCR2;CD14;CD163;CD200R1;CD209;CD276;CD36;CD68;CHI3L1;CLEC10A;CLEC4A;CSF1R;CX3CR1;CXCL10;CXCR1;CXCR4;DAB2;EGF;FCER2;FCGR3A;FGL2;FN1;FOLR2;IL10;IL1B;IL4I1;IL4R;IL6;IL7R;IRF4;MARCO;MERTK;MMP12;MMP14;MMP19;MMP7;MMP9;MRC1;MS4A4A;MSR1;NRP2;PPARG;RETNLB;S100A9;SIGLEC1;SOCS3;STAB1;STAT6;TGFB1;TGFB2;TGFB3;TGM2;TLR1;TLR8;TNFSF10;TREM2;VEGFA;VSIG4;VSIR;VTCN1
PanglaoDB	Cajal-Retzius cells	78	75	75	1.0	AATF;ABCC5;ACHE;ATP13A2;B3GALT1;BARHL2;CACNA2D2;CALB2;CCM2;CDH4;CIB2;CLSTN2;CNR1;CNRIP1;CNTNAP2;DACH1;DACT1;DIABLO;DNM3;DYNC1I1;EBF3;EDIL3;EMX2;EOMES;ERC2;FAT3;FLRT3;FSD1;FUT9;GDF5;GNL3L;HOMER2;ISOC1;KCNH7;LHX1;LHX5;LINGO1;LINGO2;LNPK;LZTFL1;MAP9;MAPK8;NANOS1;NBEA;NDNF;NHLH2;NRG1;NSMCE3;NUDT2;PABPN1;PNOC;RAB11FIP2;RALGPS2;RELN;RGMB;RNF138;SLC17A6;SLC25A36;SLC25A46;SLITRK5;SMAD1;SMOC2;SRGAP3;ST3GAL5;TBCK;TBR1;TCEAL1;TMEM163;TMEM170B;TRIM44;WNT7B;WRAP73;ZCCHC12;ZDBF2;ZIC2
PanglaoDB	Proximal tubule cells	76	75	75	1.0	ABCC2;AGXT2;AK4;ALPL;AOAH;APOE;AQP1;ASL;ASS1;CACNG5;CLDN2;CRYL1;CYP2E1;DPP4;ENPEP;FAH;FBP1;FOLR1;FUT9;GC;GCDH;GHR;GLYAT;GNG13;GSTA2;GSTZ1;HAAO;HGD;HNF4A;HSD11B1;KHK;LRP2;MIOX;NAPSA;NME4;NOX4;OSGIN1;PCK1;PDZK1;PKHD1;PPIC;RBP4;SCIN;SERPINF2;SLC13A1;SLC13A3;SLC16A9;SLC17A1;SLC17A3;SLC22A1;SLC22A12;SLC22A13;SLC22A6;SLC22A7;SLC22A8;SLC23A3;SLC34A1;SLC36A2;SLC47A1;SLC4A4;SLC5A1;SLC5A12;SLC5A2;SLC5A8;SLC6A18;SLC6A19;SLC7A13;SLC9A8;SOD3;SORD;TFF3;TGFBI;TMEM106A;TTC36;UPB1
CellMarker2	Pericyte	74	74	74	1.0	ABCC9;ACTA2;ADIRF;ALCAM;AMBP;ANPEP;BMP4;BMPER;CD19;CD248;CD34;CD44;CEBPD;CENPF;CFB;COL1A1;COL1A2;COL3A1;COX4I2;CSPG4;CYGB;DAPK3;DCN;DLK1;DPP4;EBF2;ENG;FOXC1;FOXC2;FOXF2;GINS2;GPAT2;ICAM2;ITGB1;JAG1;KAT14;KCNJ8;MBP;MCAM;MEIS1;MEIS2;MKI67;MME;MYH11;MYL9;NCAM1;NDUFA4L2;NFKBIA;NGFR;NOTCH3;NT5E;PCLAF;PDGFA;PDGFRB;PECAM1;PHLDA1;PPARG;PROCR;PTPRC;RGS5;SMN1;SOX17;SPON2;SYNM;TAGLN;TESC;THBS1;THBS4;THY1;TINAGL1;TOP2A;TRPC6;TYMS;WNT6
CellMarker2	Embryonic stem cell	73	72	72	1.0	ABCG2;ANXA1;ATF3;B3GAT1;CCR4;CD24;CD59;CD9;CDH1;CDH3;CGA;CNOT3;DNMT3B;DPPA5;ENY2;ESRRB;FABP5;FIP1L1;FOXD3;FUT4;GATA6;GDF3;H4C3;ITGA6;ITGB1;KHDC1L;KHDC3L;KIT;KLF2;KLF4;KLF5;KRT19;L1TD1;LEFTY2;LGALS16;LIF;LIN28A;MGA;MT1G;MT1X;MYC;NACC1;NANOG;NCL;NR0B1;PCGF6;PCID2;PDGFRA;PECAM1;POU5F1;PRDM14;PROM1;REXO1;SALL4;SMAD1;SMC1A;SMC2;SOX2;STAT3;TBX3;TCF3;TCL1A;TERT;TET1;TFCP2L1;THY1;TNFRSF8;TPM1;TRIM28;ZFP42;ZFX;ZNF281
PanglaoDB	Basophils	73	71	71	1.0	ACSS2;ADORA2B;AQP9;BACE1;BMP4;CABLES1;CCL3;CCL4;CCR3;CD33;CD44;CD69;CDH1;CEBPA;CPA3;DNASE2B;E2F8;ENPP3;FADS1;FADS2;FAR2;FBXO9;FCER1A;GABBR1;GATA2;GPC4;GPR183;GRM6;HDC;HGF;HTR1B;ID1;IFITM1;IGFBP7;IL3RA;IL4;IL4R;INF2;ITGAL;ITGAM;ITGAX;ITGB7;JAZF1;L1CAM;LAMA5;LTC4S;MBOAT1;MS4A2;MS4A3;NFIL3;NPL;OSBPL5;OTUB2;P2RY1;PDK3;PDZD4;PERP;PIGY;PLEKHG5;PLG;RNF39;SLC26A3;SLC26A8;SNCAIP;ST6GALNAC5;SUPT3H;TEC;TLR4;TULP3;UNC93A;WRN
CellMarker2	Enterocyte	71	70	70	1.0	ALPI;ANPEP;AOC1;APOA1;AQP8;BEST4;CA1;CA2;CA7;CDHR5;CEACAM7;CLDN23;CNKSR1;CYP2W1;CYP3A5;DGAT1;DPEP1;EFNA2;EPHX2;EPS8L3;FABP1;FABP2;FABP6;GPANK1;GSTA1;GUCA2A;GUCA2B;HTATIP2;IGF2BP2;KCNJ5;KRT20;LAD1;LPAR5;LRRC57;LYPD8;MALL;MAMDC4;MCF2L2;MEP1A;MLXIPL;MOGAT2;MSLN;MUC20;MYO1A;NBEAL1;NOXA1;NR1H4;NR1I2;PARP12;PLS1;PRAP1;PRSS3;RARRES1;RNPC3;SI;SLC13A1;SLC15A1;SLC26A3;SLC35D2;SLC41A2;SLC6A19;SMIM24;SPIB;STEAP1;TMEM37;TMEM45B;TMIGD1;TONSL;VIL1;ZNF264
PanglaoDB	Erythroid-like and erythroid precursor cells	70	70	70	1.0	AHSG;AHSP;ALAD;ALAS2;APOA1;AQP1;ARG1;ASNS;BPGM;CCNA2;CD36;CD44;CD47;CD55;CEACAM1;COX6B2;DCAF12;EDRF1;EPB41;EPB41L2;EPB42;EPOR;ERMAP;FECH;FOSB;GYPA;GYPB;GYPC;HBA1;HBA2;HBB;HBD;HBG1;HBG2;HBM;HEMGN;HEXA;HMBS;HTATSF1;ITGA4;KCNN4;KEL;KIT;KLF1;LOX;NCOA4;PAN3;PFAS;PKLR;PNPO;RBM38;RHAG;RHD;RSAD2;S100A8;S100A9;SLC25A37;SLC25A39;SLC4A1;SNCA;THBS1;THRB;TMCC2;TSPAN33;TSPO2;UBB;UCP2;UROD;UROS;VAMP5
PanglaoDB	Microglia	71	70	70	1.0	ADRB2;AEBP1;AIF1;ALDH1A2;APBB1IP;BIN2;C1QB;C5AR1;CCL3;CCL4;CCR5;CCRL2;CD180;CD40;CD53;CEBPA;CLEC10A;CLEC3B;CMTM6;COLEC12;CSF1R;CSF3R;CTSS;CX3CR1;CYFIP1;CYTH4;EGR1;ENTPD1;FOS;GPR183;GPR34;HPGDS;IL10RA;IL21R;ITGAM;ITGAX;ITGB5;LAG3;LAIR1;LPCAT2;LTC4S;MAFB;MERTK;MRC2;MYO1F;OLFML3;P2RX7;P2RY12;P2RY13;P2RY6;PF4;PTAFR;PTGDS;PTGS1;S100A8;S100A9;SALL1;SKI;SLC2A5;SLCO2B1;SPHK1;SUSD3;TBXAS1;TCIRG1;TFF3;TGFBR1;TMEM119;TREM2;UCP2;VAV1
CellMarker2	Mucosal-associated invariant T cell	69	69	69	1.0	ADAM12;APOL3;B3GALT2;CCR1;CCR2;CCR6;CD160;CD40LG;CEBPD;CERK;COLQ;CTSH;DKK3;DPP4;DUSP1;EDEM2;ERN1;FKBP11;FLT4;GALC;GPR171;GPR65;GYG1;HACL1;HPGD;IFNGR1;IKZF2;IL12RB2;IL18R1;IL18RAP;IL23R;IL4I1;JAML;KLRB1;LST1;LTK;MBOAT1;ME1;MKNK1;NCR3;NFKBIA;NR1D1;NRIP1;ODF2L;P2RY14;PBXIP1;PDK3;PHACTR2;PNP;PRNP;RORA;RORC;RUNX2;SESN1;SLAMF1;SLC4A10;SPOCK2;STN1;SYTL2;TBC1D31;TC2N;TLE1;TMEM71;TMIGD2;TNF;TRAT1;TSPAN15;TTC39C;ZBTB16
CellMarker2	Myofibroblast	70	69	69	1.0	ACTA2;ADAM28;ADAMDEC1;CAV1;CCL21;CCN2;CD44;CD68;CENPF;COL14A1;COL1A1;COL1A2;COL3A1;CST1;DCN;DES;ELN;ENG;FAP;FN1;FNDC1;GATA6;GINS2;GREM2;HPGD;IL18;ITGA8;KAT14;KRT14;LUM;MAFB;MCAM;MFAP4;MKI67;MMP14;MYH11;MYL9;MYLK;MYO10;MYO1D;NEBL;NRXN1;PALLD;PCLAF;PDGFRA;PDGFRB;PDPN;PLN;POSTN;PTPRC;RBP1;RGS5;RYR2;SDC1;SERPINE1;SERPINH1;SFRP4;SMN1;SOX6;STX2;TAGLN;THY1;TIMP1;TOP2A;TYMS;TYRP1;VIM;WNT10A;WT1
PanglaoDB	Neutrophils	69	69	69	1.0	ADAM8;ADPGK;ARG2;ASPRV1;AZU1;BST1;C5AR1;CAMP;CCL3;CCR1;CCRL2;CD14;CD177;CD24;CD33;CEACAM1;CEACAM8;CFP;CLEC4D;CLEC4E;CRP;CSF3R;CTSG;CXCL2;CXCR1;CXCR2;DEFA1;DEFA3;DOCK8;ELANE;FCGR1A;FCGR3A;FUT4;HDC;HP;IL1B;IL1R2;ITGAM;ITGAX;JAML;LCN2;LRG1;LTF;LYST;LYZ;MME;MMP8;MMP9;MPO;MYLK;NCF1;NLRP3;OAS3;OSM;PECAM1;PILRA;PRTN3;PSTPIP1;PTGS2;S100A4;S100A8;S100A9;SELL;SERPINB1;SLC1A5;SNX20;SORL1;TLR2;TREM1
PanglaoDB	Retinal ganglion cells	69	69	69	1.0	ABLIM3;AKAP7;ATF6B;BARHL2;BBC3;BTBD10;CACNB3;CCDC184;CDK14;CHRNA6;CHRNB3;CPNE4;CPNE5;CSDC2;DCTN1;DNER;DPP10;DTX1;EFNA3;EVC2;FBXO44;FGF12;FXYD7;GALNT14;GALNT9;GALNTL6;GGT7;GPHN;GRIP1;HPCA;IGLON5;IRX5;IRX6;ISL1;KCTD8;KLHDC8A;LHFPL5;MAB21L2;MTUS2;NARF;NEFM;NELL1;NGF;NHLH2;NKAIN3;POU4F1;POU4F2;POU6F2;PRKCA;RBPMS;RBPMS2;RNU1-1;RTN2;SCAPER;SHD;SIX6;SLC17A6;SLC29A4;SMIM18;SNCG;SNX16;SRRM3;STOML1;SYT16;THEM4;TMEM163;TOX2;TTLL1;YDJC
CellMarker2	Lymphocyte	69	68	68	1.0	ATP5F1C;CCR7;CD14;CD163;CD19;CD2;CD22;CD24;CD274;CD38;CD3D;CD3E;CD3G;CD4;CD5;CD52;CD7;CD79A;CD8A;CD96;CX3CR1;CXCL13;FLT4;FOXP3;GATA3;GNLY;GPR182;GZMA;GZMB;HOPX;HOXD3;IL1RL1;IL2RG;IL32;IL7R;IRF4;ITGAE;KDR;LAG3;LCK;LTB;LY6E;LYVE1;MKI67;MME;MS4A1;NCAM1;NCR3;NKG7;NR2F1;NR2F2;NR4A1;NR4A2;NUSAP1;PCNA;PDCD1;PDPN;PECAM1;PRF1;PROX1;PTPRC;SASH3;SET;TBX1;TEK;TNFRSF8;TOX;ZBTB16
PanglaoDB	Enteric neurons	69	67	67	1.0	AHDC1;ARHGAP26;ARHGEF28;ASTN1;ATF5;CACNA1B;CACNA1E;CARTPT;CASZ1;CCK;CELF6;CHRNA3;CYB561;CYTH3;DMKN;EFNA5;EML5;FBXO7;FILIP1;FLOT2;FSTL5;GAL;GCNT2;GFRA2;GOLGA7B;GPR22;HAND2;HIVEP3;HOXA5;HOXB4;HOXB5;IGF2BP3;JPH3;LIX1;MAP6;MFSD6;MYL1;NMU;PARVA;PHOX2B;PIK3CA;PIRT;PLCE1;PLEKHA5;PPP2R5B;RET;RGMB;RGS3;SCN3A;SCN7A;SLC10A4;SLC18A3;SLC5A7;SLC7A14;SNX21;STXBP5;TAC1;TLX2;TM4SF4;TOX;TSHZ1;TTBK2;TUB;VEZT;VIP;VSTM2L;ZDHHC2
CellMarker2	Plasmacytoid dendritic cell(pDC)	65	65	65	1.0	ALOX5AP;APP;BCL11A;C12orf75;CCDC186;CCDC50;CCR7;CD19;CD27;CD2AP;CD34;CD38;CD4;CLEC4A;CLEC4C;CLIC3;CYB561A3;CYTL1;GAPT;GATA2;GZMB;HIGD1A;IDH3A;IL3RA;IRF4;IRF7;IRF8;ITM2C;JCHAIN;LAMP5;LILRA4;LILRB4;LRRC26;LTB;MAP1A;MPEG1;MS4A1;MZB1;NRP1;NUCB2;OFD1;PLAC8;PLD4;PPP1R14B;PTCRA;PTGDS;PTPRC;PTPRS;SCT;SEC61B;SELL;SERPINF1;SLC15A4;SMPD3;SPCS1;SPIB;TCF4;TCL1A;TLR7;TLR9;TNFRSF21;TRAF4;TSPAN13;UGCG;VEGFB
CellMarker2	T helper 2(Th2) cell	65	65	65	1.0	AADACL2;ABO;ADCY1;AHI1;AKT1;ANK1;BIRC5;CCR3;CCR4;CCR6;CD200R1;CD274;CD4;CDC25C;CDC7;CENPF;COL5A1;CXCL12;CXCR3;CXCR4;CXCR6;DHFR;EPHB2;EVI5;FLG;GATA3;GEM;GSTA4;GZMA;HELLS;HPGDS;IFIT2;IFIT3;IL10;IL13;IL1RL1;IL26;IL4;KIAA0319;LAIR2;LIMA1;LMAN1;MAF;MB;MICAL2;NCAPG;NEIL3;PDCD1;PECAM1;PHEX;PMCH;PTGDR2;PTGIS;PTPRC;RELN;SLC39A14;SMAD2;SNRPD1;STAT5A;STAT6;TAF1B;TCN1;TIGIT;TNFRSF4;WDHD1
PanglaoDB	Plasma cells	86	65	65	1.0	ABCB9;AMPD1;ANGPT4;ATXN8OS;BHLHA15;CCR10;CD19;CD24;CD27;CD37;CD38;CD40;CD74;CD79A;CD9;CD93;CXCR4;CYCS;DENND5B;DIABLO;EAF2;ENPP1;FCGR2B;FCRL2;GNG7;GPR25;GZMB;HLA-DOB;HTRA2;IL16;IRF4;JCHAIN;KCNA3;KCNG2;KLF4;LIME1;MAN1A1;MANEA;MAST1;MROH7;MS4A1;MS4A4A;MZB1;P2RX5;PAX7;PDK1;PIAS1;PNOC;PPIB;PRDM1;RASGRP3;REN;RGS13;SDC1;SIK1;SPAG4;SSR4;ST6GALNAC4;TGM5;TMEM156;TNFRSF13B;TNFRSF17;UGT2B17;ZBP1;ZNF165
CellMarker2	Megakaryocyte erythroid cell	65	64	64	1.0	ANPEP;CCR10;CCR2;CCR3;CCR4;CCR5;CCR6;CD160;CD2;CD200;CD200R1;CD244;CD27;CD34;CD38;CD4;CD48;CD5;CD68;CD69;CD7;CD80;CD81;CD83;CD84;CD86;CD8A;CD9;CTLA4;CXCR3;CXCR5;ENTPD1;FASLG;FCER2;FCGR3A;FLT3;ICOS;IL12RB1;IL17RA;IL18R1;IL2RA;IL2RB;IL6R;IL6ST;IL7R;IL9;ITGAE;KLRB1;KLRD1;KLRG1;KLRK1;LY9;MME;NCAM1;NRP1;NT5E;PDCD1;PECAM1;PTGDR2;PTPRC;SELL;SELP;SPN;ZAP70
PanglaoDB	Astrocytes	63	63	63	1.0	AANAT;ACSBG1;ACSL6;AGT;ALDH1L1;ALDOC;APOE;AQP4;BYSL;CCR7;CD40;CLDN10;CMTM5;DIO2;ENTPD2;ETS1;FABP7;FGFR3;FZD2;GFAP;GJA1;GJB6;GPR37L1;GSTA4;HMG20A;HSPA2;HSPB6;HTRA1;IL23A;ITIH3;LCAT;LCN2;LUZP2;NFATC3;NKAIN4;NTSR2;PLA2G7;PLXNB1;RLBP1;S100A8;S100B;S1PR1;SLC16A2;SLC1A2;SLC1A3;SLC1A6;SLC25A28;SLC25A46;SLC39A12;SLC4A4;SLC6A11;SLC7A10;SLIT1;SNPH;SOCS3;SOX9;SRR;SYNE1;SYNM;TEAD1;TRIL;VIM;WNT3
PanglaoDB	B cells naive	69	63	63	1.0	ABCB4;ADAM28;BACH2;BANK1;BCL7A;BEND5;BIRC3;BLK;BRAF;CD180;CD19;CD1C;CD2;CD22;CD37;CD52;CD69;CD72;CD74;CD79A;CD79B;CR2;CXCR5;EAF2;FCER2;FCGR2B;FCRL2;FOXP1;FRK;GPR18;HHEX;HLA-DOB;HLA-DQB1;IL2RA;IL4R;IRF8;LTB;LY86;MEP1A;MICAL3;MITF;MME;MS4A1;NMBR;P2RX5;P2RY14;PNOC;PSG2;PTPRCAP;RALGPS2;RASGRP2;SELL;SIK1;SLC12A1;SPIB;STAG3;STAP1;TCL1A;TNFRSF13C;TNFSF8;UGT1A8;VPREB3;ZNF286A
PanglaoDB	Sertoli cells	63	63	63	1.0	AARD;ABCG8;AMH;AMHR2;ANKRD7;AR;BCAR3;CD46;CD55;CLDN11;CLU;CST9;CTSA;CXCL12;DES;DHH;DIAPH2;EPS8;FAS;FASLG;FSHR;GAMT;GATA1;GATA4;GATA6;GBA2;GDNF;HES5;HSD17B1;HSD17B3;HSPBAP1;INHA;INHBB;KITLG;MAFB;MEIG1;MRO;MSI1;NF2;NOTCH2;NR1H2;NXF3;OCLN;PADI2;PFKFB3;PHF7;PRLR;PRND;RXRB;SCX;SEMA5B;SERPINB9;SERPING1;SHBG;SLC16A3;SOX9;STAR;STIM1;TF;TMEM184A;WFDC2;WNT6;WT1
PanglaoDB	Osteoblasts	63	62	62	1.0	ALPL;BGLAP;BMP1;C5AR1;CALB1;CCL11;CD44;COL11A1;COL11A2;COL12A1;COL1A1;CX3CL1;CXCL12;CYP27B1;EFNB2;EGFL6;EPHB4;ESR1;F2R;FAS;FGFR1;FGFR2;FOXO1;GPER1;HIF1A;IBSP;IL33;INSR;ITGA2;ITGA5;LRP4;LRP5;MAGED1;MMP13;NF2;NLRP3;NOD1;NOD2;NPNT;OLFML1;OLFML2B;P2RX4;P2RX5;PARD6G;PENK;PHEX;PLCD4;POSTN;PTH1R;RUNX2;SFRP4;SLC6A6;SOCS3;SP7;SPP1;THY1;TLR5;TNFRSF10A;TNFSF11;VCAM1;VDR;WNT5A
PanglaoDB	Pericytes	62	61	61	1.0	ABCC9;ACTA2;ADM;ALPL;ANGPT1;ANGPT2;ANPEP;AOC3;ASPN;ATP13A5;CD248;COG7;COL1A1;COLEC11;COX4I2;CSPG4;CYGB;DES;DLK1;ECM1;EMID1;FABP4;FOXC1;GLI1;GNB4;GPIHBP1;HEYL;HIGD1B;HSD11B1;ICAM1;IFITM1;INPP4B;KCNJ8;MCAM;MFGE8;MSX1;MXRA8;MYO1B;NDUFA4L2;NOTCH3;NR1H3;NT5E;P2RY14;PDE5A;PDGFRB;PDZD2;PECAM1;POSTN;PTH1R;RARRES2;REM1;RGS5;SERPING1;SLC38A11;STEAP4;TBX18;TEK;VEGFA;VIM;VTN;ZIC1
CellMarker2	Enteroendocrine cell	74	60	60	1.0	ACBD4;ACSM1;ADAMTSL3;AKR1D1;AOX1;APCDD1;ARMH4;ARSI;ASB8;BEND4;C1QTNF3;CHGA;CHGB;CPA1;CPE;CPZ;DPT;ELANE;FAM162B;FBXL7;FRAS1;GAST;GFRA2;GHRL;HOXC11;ISLR;LOX;MADCAM1;MEI4;METTL1;MFSD11;MSC;NANOS1;NEUROD1;NEUROG3;NTF3;NTS;PCDH8;PLSCR5;POMGNT2;PPP1R18;PRDM14;PROX1;PYY;RASA1;RHBDD1;RTL5;SACS;SHISA3;SLC36A4;SST;TAC1;TOE1;TPH1;TRIM62;TRIQK;TRPC3;TTLL3;ZBBX;ZNF608
CellMarker2	Neural stem cell	60	60	60	1.0	ABCG2;ADGRG1;ASCL1;BMI1;CD200;CD24;CD44;CD81;CDCP1;CXCR4;DCX;FABP7;FGFR2;FGFR4;FOXD3;FUT4;GABPA;GATA2;GFAP;HES5;HMGB2;HOPX;HOXB1;ID1;ID2;IL6ST;ITGA6;ITGB1;LIFR;LRTM1;MAP2;MAPT;MCAM;MSX1;NES;NGFR;NOTCH1;NOTCH2;NR2F1;NR6A1;OTX2;PAX3;PAX6;PMP2;PROM1;ROR2;RUNX1;RXRA;SLAIN1;SLC2A1;SLITRK6;SMARCA4;SOX1;SOX10;SOX11;SOX2;SOX21;SOX9;VIM;ZIC1
